hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,3,0,0,0,198,26,227,0
3-4,0,0,0,3,0,0,0,0,0,13,0,15,31,0
4-5,0,0,48,2,0,0,0,0,0,28,0,768,846,0
5-6,0,259,0,9,2,0,23,0,0,234,0,313,840,0
6-7,0,1463,0,42,0,0,89,0,0,1262,31,2593,5480,1
7-8,0,561,0,38,0,0,28,0,0,598,46,3029,4300,1
8-9,0,1613,0,74,0,0,130,0,0,1612,58,3351,6838,0
9-10,0,438,0,36,0,0,35,0,0,342,8,2855,3714,0
10-11,0,1082,0,1031,4,0,143,0,0,1769,31,2913,6973,0
11-12,0,315,0,49,0,0,22,0,0,483,0,4125,4994,1
12-13,0,741,0,69,0,0,66,0,0,1013,60,3946,5895,1
13-14,0,3990,0,97,0,0,205,0,0,2904,718,734,8648,1
14-15,4,6869,0,179,7,0,471,0,0,6528,19551,3189,36798,8
15-16,0,4883,4,62,0,0,336,0,0,4410,28,8122,17845,5
16-17,0,14005,11364,196,0,0,944,0,0,21015,25138,1177,73839,20
17-18,0,9405,10164,103,0,0,528,0,0,9410,14993,744,45347,18
18-19,4,3118,0,328,6,4,208,0,0,1534,43520,1362,50084,15
19-20,0,346,0,10,0,0,36,0,0,232,10680,2122,13426,4
20-21,0,6692,0,36,0,0,324,0,0,3298,30,1926,12306,3
21-22,0,1642,0,0,0,0,103,0,0,780,2989,392,5906,4
22-23,0,570,0,15,0,0,24,0,0,373,17405,215,18602,7
23-24,0,733,0,11,0,0,40,0,0,478,0,409,1671,0
