hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,3,428,58,1037,274,2454,532,5891,244,2519,615,3656,53,916,235,2895,3179,5350,42,641,0,0
1-2,20,710,95,1445,311,2375,162,3644,221,1823,784,2122,113,1825,456,3794,19493,5233,192,1351,0,0
2-3,21,604,138,1276,474,2417,231,2823,378,3139,1121,5097,139,1923,627,3271,23779,7109,168,1239,0,0
3-4,225,1514,187,1495,820,3178,144,2059,593,4158,1568,3691,212,1876,1077,4761,40050,5774,141,897,0,0
4-5,931,3000,292,1825,1337,3138,1791,3344,777,3732,2166,4836,334,2326,1819,6048,74185,6894,648,1559,0,0
5-6,1979,3229,553,1853,5311,3728,27647,5183,4820,5446,6814,5866,659,2029,5612,5927,138632,7872,895,1973,0,0
6-7,739,2476,313,1546,2107,3672,4685,4843,1918,5402,2167,4505,359,2169,2122,4886,158062,7410,584,1593,0,0
7-8,2136,2557,1065,1961,8623,4074,2008,3760,10212,6781,13293,7908,1066,2417,8906,7336,232021,8925,1202,2004,0,0
8-9,459,1813,374,1570,3424,3028,1147,3598,3366,3764,5197,6433,547,1708,3868,5939,127301,8433,407,1327,0,0
9-10,170,1019,1025,1990,11879,4164,2144,4403,13697,7069,16037,8243,1163,3085,10799,6774,61622,6966,567,1401,0,0
10-11,319,1506,704,2198,9158,4068,9869,6813,9427,5461,12023,7926,1134,2807,10656,6605,299789,10358,1328,1944,0,0
11-12,917,1874,615,1717,11205,3985,5703,6377,11863,5696,13855,8482,912,2411,11800,6942,328653,9420,1110,1733,0,0
12-13,1181,2275,582,1705,6430,3874,17602,7726,6055,5087,8747,6445,1060,2651,9580,6300,359407,9781,1254,1928,0,0
13-14,1799,3521,410,1838,4827,3612,12386,7065,4729,5148,5440,6072,662,2303,6410,6679,291865,9216,1332,2123,0,0
14-15,534,1959,378,1404,3566,3202,10253,6659,4270,4580,4780,6702,405,1732,3519,5348,145412,8016,501,1342,0,0
15-16,477,3026,186,1287,1234,2423,115,2902,1020,3229,1942,4600,182,1479,1793,4742,53746,5988,480,1495,0,0
16-17,470,2231,258,1543,4913,3418,3688,4987,5097,6217,5847,6791,337,1638,4802,5733,103558,7598,777,1843,0,0
17-18,1437,2922,493,1662,9057,3952,7540,5451,8873,7164,11272,7405,797,2591,9195,6909,323900,8829,1107,2065,0,0
18-19,512,2073,274,1329,4001,3425,4139,4876,3770,6035,5118,6089,504,2025,4477,5389,180332,8005,903,2014,0,0
19-20,545,6942,88,1097,2773,3194,2468,4306,3068,5257,3522,5189,276,1664,3119,4954,49447,6246,411,1417,0,0
20-21,220,2395,60,745,1799,3153,1311,3852,3159,5746,1973,4017,190,1361,2241,4818,38576,6941,156,1140,0,0
21-22,17,877,45,2013,1182,3380,4781,6822,1232,5767,1294,5033,110,1460,1774,6661,62958,7223,252,1331,0,0
22-23,0,0,0,0,0,0,839,3351,0,0,0,0,0,0,0,0,7251,5348,48,1011,0,0
23-24,10,1250,0,0,0,0,112,2902,0,0,0,0,0,0,0,0,85,1936,357,4401,0,0
