hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,385,0,387,0
5-6,0,0,400,0,0,0,3,0,0,0,0,0,403,0
6-7,0,0,0,0,0,0,0,0,0,0,0,10,10,0
7-8,16,0,0,0,4,0,2,0,0,0,0,596,618,0
8-9,0,0,0,0,20,0,0,0,0,0,378,82,480,0
9-10,0,0,0,0,2,0,0,0,0,0,46,105,153,0
10-11,4193,0,126,97,1860,0,10,0,0,29,0,455,6770,2
11-12,740,635,14,234,639,26,53,0,0,640,904,561,4446,1
12-13,0,0,0,0,0,0,0,0,0,0,0,110,110,0
13-14,0,0,0,0,0,0,0,0,0,0,0,52,52,0
14-15,2,0,0,12,4,0,1,0,0,289,0,114,422,0
15-16,10,0,0,15,83,0,0,0,0,0,0,0,108,0
16-17,136,0,0,2,7,0,4,0,0,0,4,0,153,0
17-18,114,0,0,2,11,0,4,0,0,0,0,0,131,0
18-19,1342,0,18,41,123,0,0,0,0,1,0,0,1525,0
19-20,1,0,0,0,28,0,1,0,0,0,0,0,30,0
21-22,0,0,0,0,0,0,0,0,0,0,0,6,6,0
22-23,38,0,0,36,171,0,1,0,0,0,0,2,248,0
23-24,29,0,0,27,133,0,1,0,0,0,0,0,190,0
