hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,316,64,461,54,2163,7,700,30,785,66,3666,6,375,34,1350,2727,1175,18,640,0,0
1-2,9,250,96,608,287,1994,13,1300,635,1400,432,3353,57,464,497,1211,129,795,9,337,0,0
2-3,0,0,0,0,97,1347,0,0,214,4578,125,2705,21,655,290,4607,0,0,0,0,0,0
3-4,0,0,16,800,0,0,162,2269,0,0,0,0,0,0,0,0,8,666,41,2928,0,0
4-5,12,395,164,658,0,0,464,2113,0,0,0,0,68,1363,87,3173,51470,3770,12,390,0,0
5-6,268,393,896,2250,5007,1949,2384,3390,5689,5187,8595,3939,812,1615,4793,5030,24690,4103,727,853,0,0
6-7,218,710,1362,1482,7301,2393,7306,4609,7624,4961,9978,5186,1465,2106,7454,5014,290714,8939,2256,2465,0,0
7-8,1823,1728,937,1516,7279,3150,10977,4692,7030,5783,11272,5229,1607,1993,9694,6527,654355,11098,2682,3183,0,0
8-9,1081,2303,520,1398,5709,2795,3504,3774,6996,5978,9281,5583,862,1985,5913,5340,212050,9007,1287,2587,0,0
9-10,1735,2402,838,1778,5596,3207,3888,4487,4771,5633,8151,5816,934,2015,6363,5714,211050,9394,1101,2501,0,0
10-11,2383,3096,798,1784,6228,3631,11889,5573,6694,7101,9325,6369,1108,2228,7844,6852,425449,10773,2211,3432,0,0
11-12,5386,4363,602,1638,6929,3317,7890,5665,5473,6166,7920,6483,915,1992,7507,7512,464332,10246,2490,3665,0,0
12-13,2034,2432,1070,2040,9529,3406,5733,4987,10010,8228,13400,7302,1319,2522,10442,7101,280068,9980,2601,3711,0,0
13-14,1778,2239,669,1646,5681,3234,1207,3603,6447,6475,8235,6113,832,2058,7728,6786,201266,9483,1340,2545,0,0
14-15,774,1808,672,1505,7019,3150,2218,4429,7054,6460,11340,6434,1116,2195,9518,6578,231335,9838,978,2319,0,0
15-16,1486,2500,546,1649,5211,3586,4790,5133,5284,5949,7292,6304,679,1972,4995,5548,185285,9327,1323,3068,0,0
16-17,80436,3920,585,1561,4911,2933,2783,4677,4850,6314,7329,5472,582,1838,4766,5211,106747,8144,1014,2560,0,0
17-18,720,2386,262,1541,2294,2786,2338,5017,1912,3846,2580,4610,307,1770,2506,4248,205616,8306,708,2151,0,0
18-19,735,2390,514,1532,3105,2841,2972,3901,2356,3939,4610,4315,673,2180,4207,5274,233061,9056,1173,2727,0,0
19-20,915,3261,92,1021,1067,2479,2116,4193,431,2324,957,2560,86,1143,1092,4155,81937,7611,777,2604,0,0
20-21,275,2820,716,7002,263,1942,804,5568,275,3046,168,3096,6,416,193,3034,12588,4484,72,1202,0,0
21-22,9,288,96,2339,81,1532,314,4913,45,1750,99,3666,9,361,51,1790,5961,1859,21,336,0,0
22-23,6,300,64,682,54,1743,0,0,30,1583,78,3750,6,333,37,890,488,5041,9,541,0,0
23-24,6,303,64,2028,54,1610,0,0,30,1687,66,2042,6,329,34,1669,86,1499,6,354,0,0
