hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,1437,0,77,0,0,76,0,0,1012,0,43,2645,3
1-2,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
2-3,0,0,0,0,0,0,1,0,0,0,416880,0,416881,138
3-4,0,0,0,0,0,0,0,0,0,0,359833,63,359896,119
4-5,12,6965,0,496,0,2,545,0,0,5627,392376,327,406350,110
5-6,0,1578,0,127,0,0,130,0,0,2199,317576,376,321986,105
6-7,24,23784,0,963,12,0,1670,0,0,18771,331536,693,377453,121
7-8,20,14331,0,974,12,4,1149,0,0,14159,0,2110,32759,8
8-9,35,18774,0,1313,32,18,1600,0,0,14382,0,1839,37993,8
9-10,4,14431,0,1308,13,77,1001,0,0,10677,130698,3510,161719,225
10-11,12,23406,0,1119,27,4,1780,0,0,23433,71808,5181,126770,32
11-12,16,7310,0,514,27,2,608,0,0,7342,1381544,2856,1400219,465
12-13,0,5552,0,372,27,0,521,0,0,6531,302838,3902,319743,87
13-14,16,5390,0,1169,37,49,481,0,0,3684,139634,1273,151733,49
14-15,0,6638,0,78,0,0,408,0,0,1963,3896,1588,14571,5
15-16,8,881,0,114,14,0,86,0,0,1853,39481,607,43044,16
16-17,0,516,0,26,0,0,67,0,0,634,899544,2679,903466,250
17-18,0,0,0,0,0,0,0,0,0,0,2281590,186,2281776,760
18-19,4,5927,0,303,7,0,328,0,0,7456,419950,1013,434988,356
19-20,8,4558,0,256,21,0,344,0,0,5773,0,1562,12522,13
20-21,8,3400,0,186,14,0,277,0,0,5308,0,517,9710,6
21-22,1,1485,0,5,7,0,80,0,0,1170,0,1061,3809,3
22-23,0,102,0,19,0,0,8,0,0,70,250105,1430,251734,208
23-24,0,0,0,0,0,0,0,0,0,0,0,656,656,0
