hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,1472,0,0,0,1472,20
3-4,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
4-5,14,28181,0,2178,0,46,2285,0,0,28686,78748,3305,143443,55
5-6,8,15902,0,582,2,0,933,0,0,11685,18891,12,48015,12
6-7,20,25671,0,1638,0,17,1889,0,0,117165,174906,748,322054,120
7-8,32,53883,17,6425,6,127,3400,0,0,42862,355662,1407,463821,124
8-9,20,35175,0,3135,13,113,2632,0,0,31807,156880,776,230551,60
9-10,64,77516,0,5076,6,136,5700,0,0,70495,423680,999,583672,159
10-11,64,82062,0,7196,55,145,6235,0,0,64914,1172301,3800,1336772,368
11-12,20,24366,0,1301,21,6,1982,0,0,18693,387041,1801,435231,118
12-13,48,44750,0,3657,37,82,6561,0,0,35868,312374,752,404129,109
13-14,32,32477,0,3403,32,47,2720,0,0,29790,448269,1690,518460,141
14-15,28,48703,4,3262,49,168,5419,0,0,52554,475327,1910,587424,160
15-16,40,43492,0,3374,81,122,3383,0,0,39767,364360,1512,456131,124
16-17,24,34448,0,2205,88,115,2776,0,0,34179,383518,1377,458730,124
17-18,16,26794,0,1354,47,43,2198,0,0,20739,200670,1355,253216,67
18-19,21,27617,0,1800,72,80,2064,0,0,21425,169823,1098,224000,59
19-20,16,20979,0,1298,28,18,2095,0,0,23771,282139,747,331091,89
20-21,12,23320,0,1749,0,26,1736,0,0,20182,127543,275,174843,46
21-22,0,13829,0,502,13,22,929,692,0,10042,277673,1148,304850,83
22-23,4,4114,0,163,0,0,463,0,0,2549,2621,0,9914,4
