hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,163,7761,0,0,0,0,0,0,0,0,430,1451,6,337,0,0
1-2,0,0,0,0,0,0,266,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,444,0,0,0,0
4-5,0,0,0,0,0,0,1387,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-6,25,644,0,0,0,0,25165,5060,0,0,0,0,0,0,0,0,95,1696,290,1831,0,0
6-7,0,0,0,0,0,0,6897,5114,0,0,18,404,0,0,0,0,4,444,6,316,0,0
7-8,3,333,37,1061,188,3158,5124,6070,166,6488,296,3369,15,1666,111,4053,43,1459,42,578,0,0
8-9,1326,6642,35,1484,50,2631,4083,5145,43,1954,188,4371,15,1500,42,3818,6766,7307,99,1277,0,0
9-10,0,0,0,0,18,966,7875,5686,0,0,0,0,0,0,33,1453,3637,4795,9,448,0,0
10-11,0,0,0,0,0,0,14942,7375,0,0,0,0,0,0,0,0,429,2047,9,450,0,0
11-12,0,0,0,0,0,0,9055,6891,0,0,0,0,0,0,0,0,925,1854,0,0,0,0
12-13,361,3666,4,444,196,3134,10361,6650,29,1544,42,1923,0,0,157,4509,10825,4011,33,485,0,0
13-14,24,1061,83,1755,227,4123,3199,5729,96,9600,158,2440,81,2448,551,7322,51022,6073,102,1445,0,0
14-15,0,0,0,0,62,2285,2052,3673,70,2000,137,3017,18,712,144,3322,835,2312,0,0,0,0
15-16,0,0,0,0,387,3161,4885,5779,341,6928,686,5545,34,634,360,4254,45,1388,6,275,0,0
16-17,0,0,5,454,1003,2675,893,3781,865,5663,776,3923,58,761,930,3982,3582,3065,15,305,0,0
17-18,262,4511,4,400,903,2646,1688,5431,921,4469,1542,3682,78,965,1151,4039,5071,4519,24,367,0,0
18-19,0,0,0,0,862,2493,4331,6018,1306,3322,1706,4388,154,800,1738,4600,1255,3574,9,350,0,0
19-20,0,0,0,0,203,3147,4529,5380,248,3658,213,2088,46,752,350,5007,325,4684,18,608,0,0
20-21,3,250,12,554,335,1668,2299,5344,222,2620,521,2765,56,888,490,3299,29558,7136,93,1282,0,0
21-22,20,651,80,1326,556,3029,1666,5056,395,4755,754,3825,51,1722,536,3578,3094,5207,24,483,0,0
22-23,0,0,16,277,67,1923,1555,4372,21,2333,21,2100,58,2458,333,4542,28635,6491,177,2125,0,0
23-24,0,0,0,0,164,3346,1959,6929,156,2736,142,5916,12,1090,136,5666,858,2932,3,272,0,0
