hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,701,126,829,1
1-2,0,0,0,0,0,0,9,0,0,0,0,0,9,0
2-3,0,0,0,0,0,0,0,0,0,0,0,129,129,0
3-4,0,0,0,36,0,0,3,0,0,118,0,175,332,0
4-5,1973,48096,0,236,6,0,1346,0,0,17534,143,328,69662,18
5-6,1597,9609,0,305,27,10,375,0,0,4678,615,427,17643,7
6-7,23532,35882,0,783,35,0,1866,0,0,26229,79550,2455,170332,48
7-8,819,7920,0,383,72,3,503,0,0,5023,15457,2051,32231,12
8-9,0,656,0,69,0,0,40,0,0,671,150968,2699,155103,83
9-10,8,9735,0,769,71,8,613,0,0,7481,6919,3896,29500,17
10-11,16,14065,0,1662,23,25,1114,0,0,10698,91465,5237,124305,36
11-12,5353,12394,158,338,61,1,763,0,0,8286,42905,5145,75404,23
12-13,8,21519,0,427,26,0,1292,0,0,15954,191843,4869,235938,116
13-14,23,8383,0,792,50,15,953,0,0,9221,53185,1664,74286,26
14-15,4,20753,0,1005,6,2,1449,0,0,17471,389892,2514,433096,117
15-16,16,8795,0,932,37,14,761,0,0,8265,5956,738,25514,6
16-17,8,3841,0,331,13,7,310,0,0,2957,371181,684,379332,124
17-18,4,2484,0,244,30,2,226,0,0,3248,19601,411,26250,10
18-19,1451,8140,0,398,18,1,611,696,0,3776,85489,1634,102214,28
19-20,0,1011,0,14,0,0,50,0,0,448,5153,1016,7692,1
20-21,0,360,0,59,0,152,18,0,0,469,66326,2220,69604,110
21-22,0,0,0,0,0,0,0,696,0,0,0,417,1113,1
