hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,39,3250,0,0,0,0,0,0,0,0,18,686,6,323,0,0
2-3,0,0,0,0,0,0,13,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,0,0,0,0,0,0,10,370,0,0,0,0,0,0,0,0,289,984,3,26,0,0
4-5,0,0,4,35,0,0,376,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-6,25,174,0,0,6,26,29069,6137,0,0,0,0,0,0,12,59,6538,2876,407,968,0,0
6-7,6,196,73,322,262,612,9380,5362,228,968,640,1843,34,417,193,1017,1195,4065,21,506,0,0
7-8,0,0,6,126,75,688,3443,4869,73,564,75,1357,6,428,56,604,895,5482,50,836,0,0
8-9,3,115,37,417,98,1077,6144,5742,104,1404,569,2846,48,561,337,1626,43,1525,12,457,0,0
9-10,1249,1097,171,625,759,1896,11954,5853,578,2162,1541,3190,155,957,1074,2713,29525,5268,310,1127,0,0
10-11,141,828,98,611,488,2122,2236,5947,388,2630,979,4124,137,1109,884,3889,19160,7428,90,817,0,0
11-12,94,429,90,434,543,1173,12020,4768,403,1093,842,1317,113,747,671,1524,47078,4568,587,1118,0,0
12-13,263,1236,47,488,292,1984,4894,5144,16,700,24,715,51,1164,212,1543,33527,5785,66,597,0,0
13-14,285,906,128,709,603,1788,4926,3889,542,2011,1280,2676,136,959,577,2230,66958,6739,345,1054,0,0
14-15,409,1023,197,949,1212,1907,4843,4445,1144,2927,1772,2821,173,1117,1434,3612,27327,6086,321,1591,0,0
15-16,47,650,256,927,1757,2210,3672,4801,1414,3478,2752,3593,250,1388,1802,3648,25409,6261,135,744,0,0
16-17,3,230,45,990,493,1840,3859,5666,462,2580,911,2869,80,1018,607,2649,33446,5699,126,841,0,0
17-18,496,2200,61,944,800,1872,3042,5088,513,2337,386,1623,21,386,791,2456,27974,5875,72,841,0,0
18-19,6,225,78,996,1160,2350,2906,4784,1349,3347,1372,2760,105,834,1308,3883,1073,3005,12,293,0,0
19-20,20,401,85,982,1143,2212,3573,5903,1174,3419,956,2523,128,1336,1168,3204,23297,6013,93,668,0,0
20-21,20,552,111,1110,295,2014,1505,3146,209,2450,502,2810,114,1085,440,3192,23415,7540,78,602,0,0
21-22,37,614,140,1037,352,1830,727,5678,262,2036,891,2828,164,1041,655,4521,23494,7555,111,686,0,0
22-23,0,0,6,222,971,2607,17873,7596,1123,4909,1042,3563,113,1041,1212,3746,180,1632,56,932,0,0
23-24,27,1189,48,1059,363,2809,24234,8739,300,3588,640,4184,133,1454,676,5991,18496,4609,380,2383,0,0
