hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
2-3,94254,38,27880,43,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,42,266,246,549,674,1400,4233,1945,474,1242,1788,2266,166,535,586,1623,15483,3493,501,863,0,0
4-5,14,371,107,1000,831,2219,591,2478,1048,2826,1260,3948,111,935,860,2770,3700,3161,33,653,0,0
5-6,76,509,338,1137,2898,2398,25939,5947,3238,4642,4119,4488,355,1367,3086,3769,99703,7444,558,1306,0,0
6-7,258,635,177,1582,1910,2167,4512,5186,1933,4801,2524,4112,279,1461,2133,4196,44739,6567,878,1649,0,0
7-8,601,1168,824,1356,8760,2983,3924,5095,10180,6525,12217,6215,1117,2307,9916,5401,175609,8520,1032,1653,0,0
8-9,1410,2165,473,1286,7324,3041,712081,6797,8275,6710,9453,6914,702,2171,6788,5231,318061,9676,861,1926,0,0
9-10,94,858,602,1819,6188,3201,6999328,14752,7917,6239,9172,7128,764,2054,7461,6123,86807,6788,492,1389,0,0
10-11,466,1161,995,1751,9546,3722,9227380,23428,9560,7555,12864,8807,1082,2278,9627,6971,197170,8518,930,1710,0,0
11-12,435,1075,1135,1749,8821,3521,5013032,23084,9666,7780,13367,8102,1189,2629,9698,6897,188072,9020,1076,1781,0,0
12-13,2029,2432,841,1864,9718,3877,16676,4479,10071,7187,11848,7651,836,2115,10401,6981,214120,9080,771,1771,0,0
13-14,655,1998,130,1607,2450,3215,6023,5129,1889,4115,2334,4945,156,896,2956,5696,87502,6593,135,960,0,0
14-15,182,1037,628,1956,5947,3605,2568,3699,6939,6631,9852,7359,1134,2691,7837,6563,135334,8979,915,1839,0,0
15-16,196,1135,502,1413,5463,3683,3131,5528,5464,6285,6614,7161,457,1645,5396,6169,173735,9014,534,1770,0,0
16-17,1170,2356,399,1253,3508,3277,6871,6860,3250,4867,4946,6935,769,2022,4695,6623,231152,9483,981,2424,0,0
17-18,1106,2328,362,1272,2756,2829,3614,5045,2899,4378,4255,5541,474,2131,3174,5153,150462,8841,1122,2323,0,0
18-19,326,1619,265,1086,1748,2909,3429,4844,1549,3955,2785,4923,321,1536,1758,4736,108760,8323,603,1613,0,0
19-20,274,1808,270,1331,1964,2783,2392,5225,2308,3968,3113,4585,356,1910,2492,5298,110636,8197,477,1438,0,0
20-21,242,2032,163,1006,2641,3013,783,3737,3032,4791,4033,4516,291,1452,2851,5201,44640,6824,135,764,0,0
21-22,694,2660,157,1432,1287,2925,2618,6339,851,4037,1297,3902,163,1557,1532,5026,102317,7240,323,1593,0,0
22-23,15,833,89,1715,263,2804,94,2115,351,3762,696,3924,109,1355,395,4125,21972,5394,126,770,0,0
23-24,13,722,31,1192,63,2286,0,0,52,3083,188,2520,6,666,22,3142,43,1641,360,4468,0,0
