hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,300,64,2666,54,1350,7,700,30,1153,66,2919,6,230,34,334,4979,3944,12,336,0,0
1-2,9,302,96,2278,81,1885,13,1000,45,1464,99,1229,9,267,51,1348,129,1672,9,336,0,0
2-3,6,275,64,2461,54,2002,0,0,30,1687,66,1458,6,115,34,1197,86,1696,6,401,0,0
3-4,29,517,234,1783,1176,2200,162,3250,1458,4056,1745,4615,228,1396,1044,3328,21038,5311,255,1846,0,0
4-5,183,1008,249,1605,1501,2170,191,2647,1957,4091,2961,4426,297,1445,2461,3205,30228,4539,165,953,0,0
5-6,52,423,629,2070,5357,3151,763,3840,6452,6746,6774,6158,380,1776,4568,5893,42189,3244,533,770,0,0
6-7,1350,2243,1392,2111,11534,3741,7062,5645,10953,7541,18549,7693,1837,3288,16681,7003,630382,9996,2937,3981,0,0
7-8,5080,3272,995,1295,12078,2905,8608,6217,11411,6726,12908,6909,1249,2977,15071,6216,518443,9244,2647,3653,0,0
8-9,1254,2527,1179,1692,7609,3585,2294,4709,10111,6696,13193,7697,1164,2734,8736,6156,232651,9508,1221,2517,0,0
9-10,1180505,9812,159882,8770,314166,4692,3722,4662,134956,9404,133177,7353,11718,4264,106101,7617,483314,9532,2016,3283,0,0
10-11,1283986,9221,131906,8952,295521,4490,8698,5624,163424,9044,115322,7715,10532,4181,89247,7289,390231,9939,1573,2731,0,0
11-12,2757,3295,843,1961,5384,3365,7263,5945,4365,5258,6973,6432,725,1789,7000,5804,371593,8941,10917,4744,0,0
12-13,2623,2856,1439,2590,7637,3632,5366,5520,6365,6317,11960,8967,1524,3079,8474,6095,375474,9794,5949,3948,0,0
13-14,1139,2020,621,1648,4752,3008,1751,3707,4835,5471,6964,7236,574,1726,4256,5183,55653,6769,663,1579,0,0
14-15,461,1667,525,1646,4159,3346,1883,4085,4517,5242,5927,5155,708,1755,5269,5817,179200,8160,1020,1918,0,0
15-16,2076,4185,476,1763,4293,3393,4671,5666,4347,5672,6205,6319,414,1471,3763,5300,158947,8520,865,2240,0,0
16-17,3046,3677,241,1812,2994,3066,77702,10453,1840,4137,3150,5744,236,974,2788,5177,56078,6192,309,1242,0,0
17-18,3118,3127,521,1842,4317,3041,111988,12239,3528,5409,6033,5944,591,2352,4334,5634,135101,8092,1014,2454,0,0
18-19,534,1478,484,1575,2752,2408,104531,12310,2015,4406,4249,5439,611,1804,4083,5599,236916,7946,1188,2080,0,0
19-20,96285,5715,5403,2187,4281,3027,106801,12492,4452,6298,6222,7181,307,1271,3145,4972,115716,6722,761,1784,0,0
20-21,292,2062,220,1525,8690,3545,103286,12552,12469,6777,12751,7599,617,2095,12365,6087,210321,7795,702,1797,0,0
21-22,19,331,233,2434,1524,2534,105691,11789,1007,4508,973,4218,184,935,2208,5586,245313,5661,750,3677,0,0
22-23,6,333,99,1650,162,1814,34768,12932,135,2330,264,2846,36,456,140,2162,954,4392,12,472,0,0
