hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,3737,0,180,0,0,233,0,0,3542,1558,142,9392,3
1-2,0,220,0,22,0,0,13,0,0,243,25,4,527,0
2-3,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
3-4,11,5990,0,552,0,3,409,0,0,9105,69817,146,86033,49
4-5,4,7636,0,304,0,0,458,0,0,6326,22548,8,37284,9
5-6,16,48816,0,3029,14,20,3365,0,0,38235,92012,331,185838,48
6-7,20,33036,0,1904,4,11,2343,0,0,28098,247338,889,313643,90
7-8,157,69427,0,2064,31,13,4503,0,0,47711,233579,1853,359338,97
8-9,12,28214,0,1347,46,16,2123,0,0,28932,157642,488,218820,58
9-10,36,39561,0,2811,25,38,5598,0,0,35161,305538,1477,390245,104
10-11,48,61628,0,4182,131,54,4763,0,0,55752,375721,58402,560681,154
11-12,1309,58382,29,2168,955,9,4405,0,0,55883,326496,1953,451589,122
12-13,600,67897,9,3841,852,99,5074,0,0,60609,625749,2197,766927,209
13-14,32,25448,0,3260,52,37,1993,0,0,23582,263581,1977,319962,103
14-15,41,31909,8,1195,34,8,2287,0,0,24969,112161,0,172612,140
15-16,32,42698,0,2437,54,44,3590,0,0,48089,687391,2004,786339,214
16-17,16,32634,0,1949,47,7382,2765,0,0,31732,663462,1557,741544,204
17-18,20,28464,4,2171,18,14759,2113,0,0,20468,646629,3166,717812,195
18-19,16,26674,12,1164,32,7251,1773,0,0,19363,403538,795,460618,127
19-20,733293,24269,17280,38495,669,14659,1776,0,0,22277,290158,554,1143430,366
20-21,8,27626,0,1699,4711,57,1825,0,0,21232,280884,436,338478,91
21-22,16,17584,0,983,6902,10,1471,0,0,13951,490021,1049,531987,144
22-23,4,3970,0,169,896,0,293,0,0,4147,57545,97,67121,17
23-24,0,0,0,0,1645,0,5,0,0,0,308,8,1966,0
