hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,354,64,3054,54,1713,0,0,30,1583,66,3895,6,375,34,1794,107,1712,18,736,0,0
1-2,9,322,120,1992,81,1915,0,0,45,1736,99,3697,9,361,51,1762,129,1816,9,365,0,0
2-3,3,333,40,740,0,0,0,0,15,1666,33,3300,3,333,17,2125,43,1434,3,333,0,0
3-4,6,354,88,1675,81,2134,0,0,30,1159,66,3666,6,354,34,2064,86,1383,6,380,0,0
4-5,6,238,77,1933,238,2220,28,1749,190,3035,378,3432,87,1762,306,2869,24971,5867,417,2268,0,0
5-6,159,974,197,2013,817,2528,95,2646,639,3675,1464,5697,237,2018,828,4271,42177,5978,514,2113,0,0
6-7,37,1053,147,1055,1154,2282,50,3348,1192,3560,2163,4803,308,1752,1754,4718,54361,6641,345,1784,0,0
7-8,595,1695,189,1410,1285,2677,3193,6575,1156,4312,1520,4999,250,1783,869,4547,148584,8319,936,2948,0,0
8-9,711,2465,273,2423,3250,3260,1195,5463,2763,5069,3860,5483,295,2178,2925,4879,83780,8225,294,1958,0,0
9-10,281,1886,202,1335,3028,3001,2073,5135,3100,5709,5201,5845,335,2496,3976,4791,80264,7966,447,1819,0,0
10-11,789,3014,139,1249,2085,3217,2816,7715,932,4648,1522,3931,265,1973,2484,5072,221513,8262,741,2286,0,0
11-12,719,3594,127,1548,782,3244,1853,4969,340,3960,581,3970,185,1938,1134,5199,113299,8609,888,2722,0,0
12-13,804,3154,151,1685,839,2832,104,2103,267,2265,798,4525,89,877,728,5414,26337,5730,66,631,0,0
13-14,6,354,88,1964,54,2163,0,0,30,1007,66,3895,6,354,34,1717,2679,3080,42,726,0,0
14-15,9,347,119,1473,273,2112,0,0,30,1770,66,3666,25,569,67,2791,1382,2881,15,388,0,0
15-16,23,672,119,2256,235,3071,646,3807,392,4288,737,3079,94,1541,421,3557,18341,5609,54,794,0,0
16-17,6,354,64,3054,54,2025,0,0,30,1583,66,3333,6,354,34,2006,86,1459,6,337,0,0
17-18,12,335,150,2672,298,2351,0,0,276,4217,401,5730,25,797,161,3551,1007,3539,24,379,0,0
18-19,6,354,64,2933,54,2002,57,5700,30,1437,66,3102,6,354,34,1912,86,1716,6,364,0,0
19-20,6,316,72,2235,54,2002,0,0,30,1770,66,3483,6,354,34,1794,86,1803,6,337,0,0
20-21,6,333,72,2029,54,2002,0,0,30,1875,66,2828,6,354,34,1700,86,1824,6,354,0,0
21-22,9,240,104,2277,81,1815,0,0,45,1077,99,3544,9,271,51,1700,129,1807,12,486,0,0
22-23,12,424,128,3116,108,2121,0,0,60,2010,132,4067,12,472,68,2253,172,2257,12,424,0,0
23-24,6,316,80,1971,54,1832,0,0,30,1770,66,3150,6,380,34,1700,86,1592,6,337,0,0
