hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,1106,0,219,0,2,102,0,0,531,7070,3,9037,2
1-2,0,3573,0,87,0,0,300,0,0,3594,3532,0,11086,6
2-3,127,19247,0,1550,0,25,1221,0,1472,39064,166,0,62872,50
3-4,16,7299,0,542,28,0,835,0,0,10689,318114,430,337953,92
4-5,24,13555,0,1010,66,4,1118,0,0,11124,446345,1831,475077,129
5-6,32,15925,96,3594,82,102,4796,0,0,15578,247848,1521,289574,77
6-7,24,55709,0,1930,102,68,4860,0,0,56728,862385,7075,988881,271
7-8,654,37103,8,5949,78,230,2993,0,0,37181,573331,1767,659294,215
8-9,31,34526,14,6227,64,90,2257,0,0,24642,575973,3207,647031,174
9-10,28,22246,0,6306,73,18,1696,0,0,54354,268102,2812,355635,115
10-11,24,34279,52,1862,57,31,2603,0,0,29012,485262,3941,557123,152
11-12,32,25856,4,3136,144,60,1978,0,0,23686,418415,4495,477806,155
12-13,23,40559,45,2798,166,63,3944,0,0,29193,603352,5065,685208,225
13-14,40,25722,0,2080,119,17,3972,0,0,24526,385996,3371,445843,146
14-15,40,50825,0,2490,79,31,3487,0,0,56922,1763868,2777,1880519,518
15-16,28,42267,0,2090,58,121,2989,0,0,40761,2451979,462,2540755,703
16-17,12,27863,0,1664,43,70,1553,0,0,19934,1323205,1648,1375992,379
17-18,24,42667,0,1875,20,48,2219,0,0,37119,406656,2276,492904,133
18-19,226,19325,0,1260,69,15,1191,0,0,14017,329726,1760,367589,99
19-20,36,29696,0,2594,147,36,2262,0,0,34001,298468,1647,368887,99
20-21,8,6117,0,663,27,33,519,0,0,5630,75013,711,88721,22
21-22,0,2305,0,842,0,15,127,0,0,1244,9926,374,14833,10
