hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,2469,5280,0,0,0,0,0,0,0,0,394,3704,6,166,0,0
1-2,0,0,0,0,0,0,13,1181,0,0,0,0,0,0,0,0,0,0,27,442,0,0
2-3,0,0,0,0,0,0,365,3311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,9,439,96,3008,0,0,593,4619,45,1987,99,4583,9,323,51,2489,129,2454,15,750,0,0
4-5,115,952,179,1935,5444,4020,637,4321,10663,6967,1475,4755,166,856,1191,4303,3058,5108,36,566,0,0
5-6,161,963,340,1193,2351,3319,26886,7520,4214,6548,1484,4169,119,1057,686,3571,9045,5406,526,1569,0,0
6-7,240,780,522,1208,3255,2839,7136,5495,3935,5039,4160,5165,468,1777,2871,5026,113920,7336,789,2025,0,0
7-8,236,1200,256,1253,2223,3608,8123,6719,3032,5617,1426,3912,182,1498,1274,4067,42661,7121,297,1794,0,0
8-9,24,783,76,920,124,1240,8372,6488,133,2063,324,2924,48,1357,112,1881,17058,5980,24,445,0,0
9-10,639,2514,353,1774,1591,3112,14868,8039,1336,4663,1951,4216,178,1755,1293,4626,54150,7359,333,1522,0,0
10-11,1098,2177,266,1181,1701,3074,11589,7367,1060,3633,2376,5066,267,1677,1888,4719,85612,7713,549,1479,0,0
11-12,181,947,484,1401,2314,2763,15525,7404,2546,4131,3262,5001,290,1754,2252,4015,65122,5914,775,2085,0,0
12-13,35,772,230,1100,2713,3638,14272,7494,3700,5136,2524,4266,363,2071,2346,4598,111552,7315,519,1453,0,0
13-14,460,2070,104,1032,1117,2768,5098,5723,579,3183,1712,5121,197,1946,1633,4538,93950,6813,891,1895,0,0
14-15,226,2772,117,898,3318,2982,6581,6254,4579,5498,3877,5147,294,2295,2891,4374,109865,6729,753,2140,0,0
15-16,550,1373,253,1374,1401,2845,4269,5346,1150,3363,2088,4228,255,1603,1613,3739,61330,7409,735,2369,0,0
16-17,266,2270,37,2846,537,2607,1437,4018,262,2881,506,2814,48,1427,475,4189,40455,6631,180,1283,0,0
17-18,71,900,65,978,340,2448,2128,4707,310,2942,812,3407,101,2000,611,5075,26681,7042,69,685,0,0
18-19,56,865,174,1114,980,2891,3051,3867,1571,5412,1265,5825,136,1967,749,4536,45835,7198,585,1835,0,0
19-20,166,3759,4,400,283,1910,4247,6034,260,2200,100,760,19,1076,195,2668,24746,4405,78,1067,0,0
20-21,3,333,43,1780,66,1703,25414,5624,89,1307,303,3869,13,425,55,1601,43,1525,3,300,0,0
21-22,10,1000,0,0,0,0,2025,5693,706,13074,0,0,0,0,0,0,0,0,366,4014,0,0
