hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,300,64,2787,54,2163,0,0,30,1583,66,3666,6,333,34,2006,251,2312,12,729,0,0
1-2,48,517,269,2531,726,3103,23,2875,571,4532,1440,5982,134,1253,729,4495,5040,3701,36,553,0,0
2-3,9,282,127,1502,393,2409,195,3681,309,3238,561,2830,59,623,284,2698,1880,4168,27,527,0,0
3-4,24,528,152,2092,462,2857,256,3429,331,4123,872,4932,101,1634,494,4146,17019,6190,75,1105,0,0
4-5,86,540,520,2003,1475,2846,2919,6246,1166,3758,2898,4874,531,2532,2112,4705,71142,7309,333,1476,0,0
5-6,205,938,118,1442,1455,3263,9724,7958,1190,4664,1282,4569,98,1409,694,4227,26703,6380,766,2272,0,0
6-7,1090,1631,520,2117,4657,3223,10341,7915,3918,5861,4937,5939,593,2360,4342,6097,156317,7532,537,1414,0,0
7-8,701,1779,670,2141,5944,3247,15625,8276,5573,5645,8383,7618,808,2914,5877,5852,209912,7449,983,2214,0,0
8-9,739,1890,493,1765,2827,3453,8986,7355,2158,4784,4103,5075,622,1998,4073,5653,199206,8369,1140,2441,0,0
9-10,777,2108,709,1934,5587,3587,5397,5720,5687,6790,9330,6521,903,2683,4567,5291,169663,8673,741,1876,0,0
10-11,967,2116,519,2009,2945,3218,75662,8294,2822,4909,4352,5400,476,1970,2698,4403,144842,7545,594,1317,0,0
11-12,1087,3196,356,1919,3797,3856,13199,9336,4465,5927,4330,5414,397,1717,2861,5538,169054,8488,852,1987,0,0
12-13,2385,3313,685,1850,5368,3992,6698,7347,5837,6170,7013,5812,827,3210,6014,6339,265858,9711,984,2049,0,0
13-14,2168,2542,615,2038,3991,3518,4570,6050,2812,4700,5356,5769,583,2202,3832,5970,149407,8683,990,2015,0,0
14-15,1021,1758,716,2521,4170,3449,6247,7601,3749,6371,7094,7162,777,2986,4306,5928,168348,8639,1005,2063,0,0
15-16,787,2036,669,2162,5280,3621,3808,5147,5629,7248,8093,7265,1061,2884,6280,6626,268214,9372,1173,2256,0,0
16-17,1002,2490,520,2032,3138,3409,14443,7138,2729,5672,4211,5926,506,1970,2864,5805,156068,8001,795,1721,0,0
17-18,256,974,676,2051,3930,3366,3995,6569,3471,6570,6266,6509,498,1989,4488,5559,129475,7277,753,1951,0,0
18-19,529,2022,467,1814,3549,3460,1782,5542,2646,5542,4631,5888,593,2591,4695,6398,135807,7107,900,1993,0,0
19-20,309,1246,613,2045,3980,3426,2809,5812,3799,6415,6430,6488,728,2676,4058,6119,187794,8457,981,2069,0,0
20-21,1149,2873,241,1395,4223,3307,2220,5481,3898,6105,5359,5714,621,2150,5980,6275,194231,8087,1041,2408,0,0
21-22,445,2276,232,1934,578,2651,22558,14400,1025,2964,756,3748,155,1927,877,4718,68369,5960,138,932,0,0
22-23,10,833,0,0,0,0,219,3646,0,0,0,0,0,0,71,4437,0,0,363,5109,0,0
23-24,6,291,64,2564,54,2025,0,0,30,1770,66,3666,6,333,34,1652,98,1259,9,378,0,0
