hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,94563,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,3,300,0,0
1-2,0,0,28035,50,128,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,0,0,0,0,0,0,13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,6,57,68,491,0,0,253,1226,15,141,33,206,18,292,56,343,89,812,9,164,0,0
4-5,193,501,249,850,897,1674,3809,3407,579,1374,1513,2255,303,827,1110,2292,51978,6332,156,622,0,0
5-6,33,318,152,1182,501,1942,31926,7179,417,2341,1066,3491,94,1028,471,2001,3928,4825,379,1039,0,0
6-7,118,554,679,1382,2878,2567,3012,4647,2538,3374,5041,4025,660,1431,3382,3813,84022,7966,315,1021,0,0
7-8,274,1082,582,1541,2502,1819,12597,7132,2350,3986,4145,4268,688,1098,3399,3032,187237,9978,624,1481,0,0
8-9,722,1302,295,1189,1981,2604,4863,6244,1328,3347,2299,3519,477,1555,3068,4808,184015,8446,1182,2317,0,0
9-10,737,2199,253,1135,2449,2986,22310,7721,2458,3822,2718,4288,408,1339,2705,4412,194981,8946,543,1670,0,0
10-11,415,1471,354,1474,2533,2718,11631,7321,1881,3821,3841,4790,707,2102,4276,5145,173881,8764,771,1994,0,0
11-12,202,1258,220,1450,1198,2924,18272,8306,1007,2380,1807,3831,299,1849,1683,5180,90664,7563,432,1385,0,0
12-13,27,561,215,1318,516,1881,17587,8578,584,1973,1573,3708,329,1746,1182,3776,131824,7776,441,1754,0,0
13-14,937,3253,87,898,1061,2951,4941,5879,331,2385,487,2585,88,1438,720,4723,58669,7806,540,1879,0,0
14-15,3,300,47,783,1122,2774,5631,6584,385,3061,514,3720,69,1102,722,3163,3231,4253,51,658,0,0
15-16,27,1166,91,1127,236,3443,8026,6858,63,1916,320,1873,108,2858,450,6475,39723,6203,120,1487,0,0
16-17,3,300,51,1502,234,2621,21581,7280,0,0,3,333,56,3022,128,7116,3088688,20111,90,1360,0,0
17-18,27,487,234,1108,1269,2725,3154,5867,1198,3849,2313,5041,200,1782,1254,4191,9939384,20273,78,740,0,0
18-19,31,520,204,1319,536,2452,4902,6104,522,3248,951,2829,146,1512,561,3387,7556965,18839,189,1350,0,0
19-20,54,760,173,1115,785,2642,2977,4560,634,2780,1352,3290,237,1615,1184,4598,56435,7187,168,966,0,0
20-21,8,400,7,636,342,2170,2092,4551,230,2162,303,2687,0,0,331,3084,6553,3924,21,617,0,0
21-22,10,769,0,0,0,0,1714,5337,0,0,0,0,0,0,0,0,640,1820,360,2634,0,0
22-23,3,272,32,941,27,1928,18099,7930,15,1363,33,3300,3,300,17,1000,164,2224,3,300,0,0
23-24,0,0,0,0,0,0,23618,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
