hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,357,3107,12,1000,103,3678,18093,9780,6,666,9,750,0,0,264,6490,7297,6589,9,514,0,0
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3,0,0,0,0,0,0,588,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,0,0,0,0,0,0,422,3485,0,0,0,0,0,0,0,0,20,2000,0,0,0,0
4-5,0,0,0,0,86,3185,170,1858,119,7000,105,1917,12,1200,108,5400,45,1500,9,1000,0,0
5-6,25,658,0,0,0,0,25209,6162,0,0,6,545,0,0,0,0,451,2085,311,1832,0,0
6-7,0,0,0,0,0,0,6281,5789,0,0,5,500,0,0,0,0,223,1180,6,316,0,0
7-8,0,0,0,0,239,2725,12370,7733,413,3490,274,2399,31,775,352,3670,157,2122,3,300,0,0
8-9,961,3915,39,1176,442,2837,7486,6668,302,3817,458,2784,55,948,532,4183,1799,2261,431,1106,0,0
9-10,0,0,6,666,233,2937,13667,6911,323,5411,271,3917,13,1300,154,2738,121,1257,6,333,0,0
10-11,0,0,0,0,86,2047,6457,6164,104,3773,301,2156,26,1366,172,4973,53,1099,392,2456,0,0
11-12,0,0,0,0,570,2291,13287,7536,519,3022,859,3451,47,833,583,2953,52,1087,6,300,0,0
12-13,0,0,0,0,768,2467,8763,6365,750,3574,1248,4634,89,1155,745,3255,160,1625,12,354,0,0
13-14,17,447,35,2500,220,2750,5368,5710,170,2342,246,3851,15,1500,578,2617,46,1137,3,333,0,0
14-15,8,377,41,754,27,2076,7210,6850,31,1047,250,3161,18,471,105,2721,1356,4675,24,551,0,0
15-16,25,610,191,1286,608,2464,6856,6207,438,3243,1126,3580,120,1181,726,3411,18277,4453,195,1262,0,0
16-17,5,500,26,755,1304,2463,3255,4955,1658,4345,1895,4198,96,1483,1469,4297,2930,6070,15,522,0,0
17-18,0,0,0,0,640,2540,4126,5063,660,4259,788,4122,9,900,527,3106,8707,4684,177,1399,0,0
18-19,22,463,140,1306,604,2166,3715,5297,712,3346,1328,3964,138,1209,1438,4817,2353,3535,159,1786,0,0
19-20,6,277,20,533,587,3532,1697,4097,487,5742,812,3933,51,1443,777,4489,3305,7523,317,2118,0,0
20-21,5,500,14,1272,664,2569,2197,3831,586,2985,825,3627,111,1292,865,3597,5631,8630,51,550,0,0
21-22,37,471,203,1120,515,2280,1102,4722,505,4073,1335,3895,116,1287,687,3850,26116,4237,66,756,0,0
22-23,0,0,0,0,0,0,456,2840,0,0,0,0,0,0,0,0,66,1362,3,300,0,0
23-24,0,0,0,0,0,0,329,2065,6,666,3,272,0,0,0,0,0,0,0,0,0,0
