hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,43,757,84,1730,510,2765,494,3008,445,4447,763,6267,56,1825,569,4455,2520,4479,399,1939,0,0
1-2,27,1254,10,1000,270,2461,1076,3465,239,2310,409,2829,64,1538,572,5246,21266,6706,129,1427,0,0
2-3,0,0,8,727,0,0,431,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,129,1934,38,1457,138,1897,182,2451,15,1500,65,1848,3,333,224,3835,6020,3927,9,361,0,0
4-5,0,0,39,724,752,3002,4,444,931,5804,154,3051,104,1570,1350,7685,3739,4185,120,1165,0,0
5-6,1147,2081,693,1872,3433,2794,24192,6029,3260,5534,5931,5550,642,2065,4409,6457,108759,7392,603,1538,0,0
6-7,938,2205,313,1993,2798,3123,3374,5148,2139,5473,2894,5494,511,2560,3344,5102,160850,7008,935,2266,0,0
7-8,2599,2804,1182,2467,7692,3041,3662,4571,7902,6105,9456,7177,985,2537,8546,5561,204466,8810,1008,1843,0,0
8-9,1931,2430,1299,2152,8760,3096,4252,5902,9541,6585,11645,7859,1427,3051,10201,6830,279813,9491,1452,2037,0,0
9-10,6505,4063,1411,2490,12576,3473,7375,6093,12178,7440,15292,7961,1910,4136,15759,7849,515321,10514,1869,3158,0,0
10-11,2209,2290,1043,2186,10071,3346,10035,6950,8916,7049,13452,8211,1415,2978,12007,7277,425692,10731,1955,2832,0,0
11-12,2462,2604,1088,2399,8731,3461,7304,6247,8343,6989,12192,7379,1345,3049,11504,6918,387203,10822,1602,2869,0,0
12-13,2098,2875,661,1845,6849,3391,3122,5266,7073,6322,8501,6442,1072,2520,8844,6803,292151,9626,1428,2726,0,0
13-14,1796,2485,993,2066,5953,2988,6358,6400,4504,5513,9496,7276,1223,2959,8332,6921,344354,9958,18813,5962,0,0
14-15,2039,3114,769,1986,5326,3097,5076,5479,4039,5704,6991,6218,939,2578,6998,6464,304661,9967,9875,3672,0,0
15-16,1247,2556,566,1807,3794,2747,3496,5479,3053,4582,5328,6095,652,2314,4820,6144,155149,8591,885,1830,0,0
16-17,1614,2909,989,2369,6508,3300,4293,6176,6303,6327,8165,7426,1045,2326,6412,6159,133910,8319,906,1903,0,0
17-18,1515,2527,573,1802,3118,2887,5279,5684,2255,4590,3924,5420,648,2185,4391,6056,230949,8513,1146,2593,0,0
18-19,1415,3133,236,1268,2583,2620,1915,5304,2284,3771,1982,3972,208,1016,2867,5122,76143,7042,1032,2435,0,0
19-20,313,1586,200,1537,4678,3358,1756,5315,5694,6141,4927,5380,373,1518,3465,5134,27191,4243,322,1079,0,0
20-21,45,515,313,2293,3793,2914,2026,6677,3550,5139,4888,5763,610,1887,4922,5317,91244,4572,294,950,0,0
21-22,42,659,300,2170,1807,2893,1131,7562,1851,5260,3212,4916,339,1735,2071,4974,48322,5292,207,777,0,0
22-23,9,302,104,1668,328,2070,47,1559,449,3147,567,3299,38,672,204,2257,489,1326,63,474,0,0
23-24,9,302,97,2479,104,2261,0,0,30,1333,66,2620,22,680,82,2828,489,1464,63,528,0,0
