hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
2-3,0,0,0,70,0,37,2,0,0,0,2072,2,2183,3
3-4,0,1445,0,0,0,22,0,0,0,0,0,105,1572,2
4-5,0,4,0,25,0,3,8,0,0,15,5617,493,6165,4
5-6,0,2049,48,143,0,56,252,0,0,3228,41796,242,47814,18
6-7,0,328,0,105,0,10,63,0,0,1708,1516,559,4289,2
7-8,0,6261,0,344,1,59,497,0,0,5166,60710,1170,74208,30
8-9,0,2364,0,91,0,0,190,0,0,3165,5440,1697,12947,3
9-10,16,4171,0,539,29,0,411,0,0,6476,75241,2388,89271,28
10-11,4,427,0,41,0,0,61,0,0,589,2262,2517,5901,3
11-12,0,0,0,0,0,0,5,0,0,0,0,1742,1747,0
12-13,0,0,0,27,0,0,0,0,0,39,213,1676,1955,0
13-14,0,613,0,22,0,0,50,0,0,784,572,3216,5257,1
14-15,0,216,0,43,0,0,13,0,0,229,29,1929,2459,0
15-16,0,944,0,37,0,0,74,0,0,773,35,562,2425,0
16-17,4,4919,0,64277,6,33,327,0,0,5474,9734,324,85098,23
17-18,0,1010,0,76,7,63093,147,0,0,670,36382,320,101705,41
18-19,60677,3455,29499,172,0,801792,247,0,0,3994,929,997,901762,351
19-20,4,5773,0,364,12,60565,527,0,0,4504,49968,673,122390,124
20-21,103079,5356,0,19108,6,150187,302,0,0,6154,15190,501,299883,243
21-22,1760559,0,46405,64049,0,0,0,0,0,0,12,161,1871186,1069
22-23,35870,0,0,0,0,0,0,0,0,0,0,0,35870,29
