hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,236,1963,87,1133,329,1837,444,5001,216,2205,632,4045,43,1090,130,2546,3222,6160,21,482,0,0
1-2,11,444,87,1199,206,1765,25,3125,134,2314,726,4303,84,1514,392,4473,2497,3232,18,562,0,0
2-3,27,794,165,1780,733,2556,94,2180,623,3542,1569,5473,134,1937,727,4933,18401,7361,78,819,0,0
3-4,11,416,134,1617,206,2277,50,2777,134,2533,730,4513,107,1629,313,3482,2516,3228,18,408,0,0
4-5,27,479,143,1570,582,2793,141,2227,476,3540,1161,4353,108,1216,613,4465,17489,6694,99,982,0,0
5-6,9,347,157,2451,162,2565,46440,15249,129,3810,566,6763,71,2052,126,3955,642,2381,9,325,0,0
6-7,19,466,83,1090,232,2070,57,2700,207,2665,624,4271,43,962,136,2650,643,3616,299,1760,0,0
7-8,35,888,155,1275,393,2159,161,2924,439,3161,877,3128,145,1245,619,4525,39010,5142,321,1594,0,0
8-9,12,377,143,1321,579,2313,1122,4722,549,4202,1102,4492,90,1769,182,4135,37149,4427,297,939,0,0
9-10,193,1142,148,1429,696,2580,105,1943,677,3535,1168,3447,117,1409,1027,5211,9575,4354,63,524,0,0
10-11,3,375,45,1654,110,3287,1083,4932,43,3071,193,3222,39,1833,144,3934,32185,4926,201,1498,0,0
11-12,14,375,127,1346,412,1825,691,3015,295,2786,979,2883,96,1625,416,3605,15043,4299,159,1199,0,0
12-13,15,900,68,1130,375,2902,163,2062,397,4188,520,1986,61,1560,665,4571,15577,4461,33,940,0,0
13-14,9,333,105,1530,162,2729,0,0,129,4459,560,7609,45,1680,126,4511,129,1006,9,347,0,0
14-15,35,417,252,1763,932,2161,119,2709,764,3302,1957,3957,211,2156,949,4602,23163,5904,279,1373,0,0
15-16,3,333,35,2058,54,1636,0,0,0,0,6,750,15,1666,42,2800,819,4490,36,1173,0,0
16-17,3,333,35,603,54,2454,47,2763,86,3490,377,8050,15,1500,42,4666,79,1989,3,375,0,0
17-18,6,273,70,1332,108,1350,47,2348,86,3803,373,8324,30,1583,84,3000,86,1483,6,333,0,0
18-19,6,354,70,1944,108,2158,221,3024,86,2111,373,7826,30,1770,84,3221,93,1319,6,333,0,0
19-20,3,300,35,2058,54,2250,0,0,43,3307,190,3725,15,1500,42,4666,47,1225,3,375,0,0
20-21,10,373,69,1972,108,2076,94,4416,86,2730,374,7846,30,621,84,3230,90,1552,6,243,0,0
21-22,6,380,70,1966,108,2512,14,1750,86,3215,368,7793,30,1208,84,3791,86,1898,6,375,0,0
22-23,6,272,70,2123,108,2324,94,2423,86,3583,375,8522,30,877,84,1888,86,1729,9,333,0,0
23-24,3,375,35,1296,54,2076,0,0,43,4300,187,8904,15,1666,42,3230,43,1675,3,333,0,0
