hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,1818,0,74,0,0,116,0,0,1532,6805,126,10471,3
1-2,4,1598,0,132,7,0,179,0,0,2578,23863,41,28402,10
2-3,4,3517,0,326,13,0,335,0,0,3271,38690,55,46211,18
3-4,12,4313,0,256,14,2,357,0,0,5677,32344,10,42985,12
4-5,32,11308,0,1604,50,54,1144,0,0,11027,154725,775,180719,48
5-6,528,25472,0,2570,87,59,1913,0,0,24105,211817,1753,268304,86
6-7,82,16789,23,1455,49,29,1050,0,0,14910,424918,1770,461075,126
7-8,408,49707,0,4543,129,308,3487,0,0,44112,329614,795,433103,141
8-9,12,27238,0,1144,34,29,1604,0,0,20550,198755,443,249809,67
9-10,12,64227,0,1387,31,0,3642,0,0,46885,61676,735,178595,57
10-11,32,68592,0,1730,67,10,4940,0,0,66959,447105,1485,590920,162
11-12,28,65951,0,1806,58,14,4256,0,0,67402,236797,970,377282,122
12-13,106,60577,10,2862,114,28,4617,0,0,67060,537395,5319,678088,185
13-14,8,30879,0,3015,3651,49,2603,0,0,28755,381168,3498,453626,149
14-15,537,21621,0,1015,69,10,1384,0,0,21223,223862,3826,273547,74
15-16,40,6154,0,420,37,1,498,0,0,5654,30073,4,42881,13
16-17,8,33656,0,1299,14,5,2267,0,0,30398,156886,1714,226247,60
17-18,24,53643,0,2122,60,21,3680,0,0,51014,369678,1679,481921,158
18-19,24,29984,0,1432,54,20,2447,0,0,28237,261717,1732,325647,87
19-20,0,14159,0,739,20,24,910,0,0,13321,81631,1226,112030,35
20-21,8,16105,0,515,13,2,913,0,0,13355,55154,159,86224,22
21-22,4,8829,0,256,7,0,774,0,0,11904,66090,1316,89180,29
22-23,0,0,0,0,0,0,15,0,0,0,13318,497,13830,3
23-24,0,0,0,0,0,0,0,0,0,0,104,1,105,0
