hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
1-2,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
2-3,4,2047,0,287,7,0,206,0,0,1987,1477043,41,1481622,1234
3-4,0,0,0,25,0,0,1,0,0,56,0,0,82,0
4-5,20,11689,0,4188,0,4,2061,0,0,9516,4970480,100,4998058,1385
5-6,8,3166,0,58539,265251,0,52065,0,0,4420,11462225,57323,11902997,4322
6-7,52,49858,184,9793,383,311,3701,0,0,47154,12566674,448579,13126689,3642
7-8,3241,42298,119,3232,31,299,3315,0,0,37333,8472427,944,8563239,2852
8-9,959,42571,403,2132,143,3849,3341,0,0,41053,20820453,458606,21373510,5938
9-10,1431,42416,407,5353,120,60,3418,0,0,41164,16442737,668693,17205799,5730
10-11,743,24514,38,30631,5722,6,43614,0,0,25858,4474696,2527524,7133346,1975
11-12,864,43650,107,2966,961,572,2853,0,0,35691,202261,813916,1103841,363
12-13,28,45283,82,2108,259,11,3459,0,0,52390,23462116,99768,23665504,6570
13-14,16,17071,0,1055,9,0,1426,0,0,15653,5134520,94,5169844,1721
14-15,12,48819,0,1225,0,0,3057,0,0,37350,3451473,83,3542019,981
15-16,8,42649,0,2846,54,537,2593,0,0,44315,3570194,481,3663677,1218
16-17,16,30766,13,1549,20,9,2263,0,0,29191,17522010,5649,17591486,4884
17-18,4,12925,0,975,2,66,755,0,0,8231,42634,944,66536,20
18-19,22,25908,0,1632,63,14,2070,0,0,30003,1933979,891,1994582,552
19-20,8,8185,0,1128,12,29,592,0,0,6595,3619755,119,3636423,1009
20-21,12,27056,0,683,42,0,2309,0,0,29432,11471611,953,11532098,3201
21-22,0,3917,0,211,7,0,295,0,0,6190,18005,6437,35062,16
22-23,4,2780,0,215,0,0,202,0,0,2259,1810099,917,1816476,603
23-24,0,201,0,46,0,0,16,0,0,148,56,675,1142,0
