hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,95232,44,28037,43,128,9,0,0,0,0,0,0,0,0,0,0,920,7081,6,354,0,0
1-2,15,124,155,800,135,651,207,992,75,799,165,768,15,245,85,786,215,802,18,248,0,0
2-3,6,117,62,1207,54,1063,0,0,30,695,66,1306,6,261,34,978,90,866,6,240,0,0
3-4,9,194,93,1061,81,1058,0,0,45,844,99,1036,9,229,51,1136,133,1129,9,251,0,0
4-5,9,203,110,1131,434,1560,0,0,15,1153,33,1571,34,487,144,1513,129,1296,9,294,0,0
5-6,32,308,62,1173,33,835,23220,11922,413,1443,710,2211,6,236,177,2035,90,1133,299,1069,0,0
6-7,13,273,62,1149,54,1215,184,2520,30,1258,66,1899,6,230,34,1362,86,1286,9,400,0,0
7-8,6,145,62,1894,54,1554,0,0,30,1160,66,1505,6,286,34,1362,191,1035,24,527,0,0
8-9,6,171,62,1937,54,1229,0,0,30,1431,66,1479,6,286,34,1260,86,981,6,286,0,0
9-10,9,172,93,2023,81,1725,0,0,45,1464,99,978,9,300,51,1408,138,1239,9,294,0,0
10-11,6,128,62,2002,54,1593,8,888,30,1515,66,1414,6,286,34,1481,94,1217,6,275,0,0
11-12,6,188,62,2140,54,1554,676,4893,30,1500,66,1654,6,221,34,1339,98,1125,6,286,0,0
12-13,6,190,62,2075,54,1554,0,0,30,1431,66,677,6,303,34,1481,90,1333,6,272,0,0
13-14,9,187,106,1225,247,2209,0,0,211,1844,329,1929,19,408,139,2153,646,2016,12,308,0,0
14-15,9,162,106,1387,108,1681,0,0,30,1363,66,1388,19,445,73,1712,137,1191,9,311,0,0
15-16,6,198,62,2214,54,1687,285,2127,73,1193,243,2072,6,316,34,1622,102,1094,6,316,0,0
16-17,6,232,62,2140,54,1687,240,3390,30,991,66,2300,6,286,34,1350,86,1488,6,282,0,0
17-18,23,336,93,1698,81,1591,0,0,45,1109,99,1913,9,302,51,968,133,1377,12,272,0,0
18-19,6,180,62,1423,54,1808,0,0,30,1666,66,2369,6,300,34,1622,94,1148,6,316,0,0
19-20,6,286,66,1207,61,1356,0,0,37,1333,95,2457,12,316,43,1394,974,3342,92,850,0,0
20-21,6,250,62,1866,54,1554,0,0,30,1263,66,2644,6,316,34,1717,90,1377,6,323,0,0
21-22,550,1175,62,2225,54,1743,0,0,30,1093,66,2875,6,286,34,1700,86,1458,410,1848,0,0
22-23,6,272,62,2299,54,1743,0,0,30,1274,66,2553,6,203,34,1558,86,1256,6,300,0,0
23-24,6,180,62,2299,54,1637,0,0,30,1076,66,2600,6,316,34,1700,86,1503,6,316,0,0
