hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,354,64,3054,54,2163,0,0,30,1687,66,3483,6,354,34,1717,162,1692,18,750,0,0
1-2,12,307,138,2436,218,2260,0,0,45,1472,99,3238,24,330,90,2211,1010,3221,24,541,0,0
2-3,6,282,66,1342,83,1281,17,800,200,2301,552,4596,48,899,310,4193,86,1675,6,401,0,0
3-4,85336,3870,106,2174,208,2244,0,0,465,3662,483,4093,39,976,228,3505,1240,3407,1764,4392,0,0
4-5,18,376,200,1889,460,3044,47,2350,457,3845,881,3901,76,1055,439,4219,1333,3504,30,620,0,0
5-6,51,539,252,1402,1187,2951,394,4700,1370,4209,2249,6354,211,1869,1387,5767,22887,6848,412,1576,0,0
6-7,170,1521,177,1056,1148,2632,1513,4297,1292,3865,2177,5343,131,1071,1014,3700,33525,6667,8526,6149,0,0
7-8,544,2160,301,1771,840,3036,957,3156,476,3831,1518,4893,130,987,720,4624,40295,5427,198,1222,0,0
8-9,29,521,334,1662,3037,3161,601,4130,3726,5944,5249,6212,448,2021,3183,5201,57316,5175,225,1397,0,0
9-10,219,1331,279,2244,2871,3222,407,3318,2775,5171,3851,5350,211,1815,2558,5064,84007,5964,375,2110,0,0
10-11,76,929,260,1878,2922,2991,922,4648,3078,6101,4221,7392,234,1497,2410,4077,62253,6225,144,1069,0,0
11-12,411,1634,259,1446,4288,3742,383,4035,5037,6739,6155,7226,512,2321,4607,5667,61139,6024,156,908,0,0
12-13,173,1778,215,1833,1193,2565,1186,4288,819,4771,2307,6134,321,2457,2146,5570,139845,7197,291,1602,0,0
13-14,313,1531,432,1757,1709,3067,553,5093,1565,4596,3239,5565,309,2256,1888,4635,41125,5857,282,1546,0,0
14-15,49,624,359,1191,3695,3279,2035,4556,3880,5216,5620,6605,504,2269,4016,5804,93127,7631,408,1694,0,0
15-16,3113,1898,404,1664,1858,2211,2789,3642,1739,3419,2695,3810,386,1934,1999,3516,110907,7364,699,1913,0,0
16-17,44831,4028,547,1920,2706,2638,2136,1695,1787,3554,4043,4984,466,1858,2841,4044,137682,6830,567,1366,0,0
17-18,169,1402,209,1390,1532,2341,1492,1706,1724,3834,1790,5014,130,1653,1354,3984,44400,2800,558,2345,0,0
18-19,42703,4589,270,1580,2821,3113,2722,3223,2412,4645,4185,6299,400,2202,4726,5353,145740,2311,888,2627,0,0
19-20,735,1115,250,764,2263,2639,1826,2414,2288,3928,3662,6098,330,1715,2466,4123,108487,2880,1440,3077,0,0
20-21,139,656,158,688,465,2145,67,2646,512,2354,993,4371,76,1111,768,3210,33436,2147,415,2293,0,0
21-22,79,967,149,849,285,2534,0,0,237,2411,411,5627,61,1398,344,2702,1089,1044,402,2079,0,0
22-23,15,472,160,888,135,2114,0,0,75,1868,165,3697,15,569,85,1344,223,2050,15,467,0,0
23-24,6,316,220,1362,54,1157,0,0,30,298,66,3011,6,255,34,1545,86,762,12,424,0,0
