hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,570,1456,92,904,0,0,0,0,0,0,0,0,0,0,0,0,259,3307,361,1762,0,0
2-3,0,0,20,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,170,900,86,776,0,0,256,3475,0,0,0,0,0,0,0,0,34,1152,469,1632,0,0
4-5,0,0,8,400,0,0,242,2087,0,0,0,0,0,0,0,0,186,3662,6,323,0,0
5-6,291,1653,11,306,12,705,24621,5170,12,1333,18,825,0,0,148,3395,18049,6248,365,1843,0,0
6-7,293,1919,61,1660,457,2277,5368,6025,123,2048,324,2517,33,433,247,2053,2542,2760,33,508,0,0
7-8,0,0,15,407,27,2076,8112,6805,21,1050,139,2333,12,687,45,1500,43,1359,80,841,0,0
8-9,549,2924,35,1392,231,1852,11052,7230,366,2856,365,2638,42,700,268,2104,464,3337,3,333,0,0
9-10,11,313,81,1307,374,1995,9790,6286,439,2769,764,2329,69,1791,371,2088,3535,3928,54,419,0,0
10-11,35,609,164,1100,519,2562,13460,7027,533,2780,1054,2641,179,1247,835,3534,34341,5091,156,1305,0,0
11-12,3,333,39,1695,229,2455,5773,5534,165,2050,351,3699,45,2000,198,3372,1681,3850,12,637,0,0
12-13,17,792,53,985,144,1033,5098,6804,87,1473,312,2202,88,1842,282,3800,20330,6086,72,511,0,0
13-14,21,480,37,1266,50,2777,8045,7582,55,1626,207,3803,15,1500,42,3000,458,1800,12,377,0,0
14-15,0,0,0,0,539,3291,4400,5524,738,6480,394,4344,39,843,431,4056,0,0,3,333,0,0
15-16,10,348,26,1133,543,3023,3968,5154,1051,5295,623,3007,43,769,255,2908,656,2811,15,412,0,0
16-17,6727,8206,0,0,164,2500,2949,5145,232,5083,86,2261,3,300,252,3703,3,300,0,0,0,0
17-18,0,0,120,2044,337,2667,2624,4783,624,4987,202,1609,15,341,426,3248,6,257,30,633,0,0
18-19,0,0,2,222,116,1963,2822,4867,274,1928,319,2504,36,610,389,3969,835,5404,12,1333,0,0
19-20,20,986,87,1382,325,2136,1708,4046,214,2777,526,3307,96,1982,690,4750,41623,5398,138,1041,0,0
20-21,7,700,4,106,369,2445,4493,5408,288,4282,377,2257,9,360,473,3953,46,1293,3,300,0,0
21-22,0,0,0,0,104,1888,1185,7233,64,2276,39,693,0,0,73,2485,0,0,0,0,0,0
22-23,0,0,0,0,125,2718,18755,8192,78,2601,28,1313,0,0,62,2292,0,0,3,272,0,0
23-24,0,0,0,0,0,0,26042,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
