hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,812,6,428,0,0
4-5,15,236,180,718,471,1286,0,0,357,1291,929,1397,67,579,173,898,810,1649,24,294,0,0
5-6,25,316,117,849,365,1628,0,0,391,1704,603,2723,37,491,379,1490,371,2004,302,815,0,0
6-7,11,297,84,1013,545,1751,0,0,550,1919,1181,2669,110,1270,598,2596,2971,3989,42,442,0,0
7-8,29,392,85,1008,400,1340,0,0,387,1388,520,1503,91,1048,551,2405,40821,6402,477,1552,0,0
8-9,159,611,125,989,555,2271,0,0,456,2653,1067,3727,88,1062,541,3204,9243,5115,153,1008,0,0
9-10,30,298,278,1131,362,1993,0,0,255,2271,623,3634,117,1067,342,2339,31994,4800,231,1194,0,0
10-11,3,250,0,0,238,1145,0,0,305,2231,416,2121,27,1416,279,2459,19106,5348,78,882,0,0
11-12,54,711,172,1194,478,1647,0,0,307,1957,979,2444,208,1273,787,3159,73328,6962,345,1179,0,0
12-13,363,1876,87,796,1103,2240,0,0,991,2972,1248,2935,222,1219,1321,4339,88068,7128,8082,4302,0,0
13-14,0,0,4,363,316,1976,0,0,318,3372,314,2381,48,1076,321,2822,887,4759,693,4542,0,0
14-15,3,272,16,689,362,2064,0,0,326,2639,898,4633,106,1330,942,5439,31431,7781,255,2463,0,0
15-16,3,272,33,1264,169,1679,0,0,88,2035,300,3946,34,680,184,2158,39805,7192,186,1475,0,0
16-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,571,9,365,0,0
17-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,0,0
18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,327,0,0
19-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,18,393,0,0
20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,388,0,0
21-22,10,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,2083,0,0
