hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,7211,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2,0,0,0,0,0,0,239,4453,0,0,0,0,0,0,0,0,0,0,3,250,0,0
2-3,3,272,48,1984,0,0,973,4964,0,0,0,0,36,753,39,3545,43,1675,6,428,0,0
3-4,0,0,3,333,365,2664,0,0,520,2167,428,3400,21,811,242,3915,905,5192,27,662,0,0
4-5,50,463,503,1801,6784,4269,1178,3559,12025,6979,4490,5714,440,1642,2703,4732,35482,7170,342,1323,0,0
5-6,222,992,260,1650,1894,3190,25881,7323,2131,4683,2051,3666,266,1972,2091,5375,75460,6714,784,2145,0,0
6-7,117,687,573,1707,4173,3182,16573,8782,4102,5774,6320,5067,745,2224,4614,5740,124908,7728,402,1142,0,0
7-8,53,422,445,1476,4848,3048,13909,8312,6705,5694,6809,5887,586,2021,4222,5481,64707,7022,13245,2972,0,0
8-9,24,374,157,1200,1260,2545,2698,5560,1382,4346,2332,5028,250,1527,1785,4415,29484,6842,12687,5022,0,0
9-10,416,1484,288,1558,1703,3016,13536,7556,1470,4080,2651,4721,418,2006,2429,4963,112527,8176,432,1370,0,0
10-11,659,1978,478,1468,4465,3213,13079,7760,4461,5899,6319,6292,442,2094,4039,5231,123514,7622,384,1543,0,0
11-12,12298,2709,322,1555,3052,2924,9773,7090,3339,5531,4109,5555,339,1866,2651,4847,90695,7590,21240,4893,0,0
12-13,2921,3011,421,1226,5899,3639,7137,7216,8122,6551,6437,6705,584,2013,5043,5247,149380,9094,4083,4038,0,0
13-14,966,1812,223,1133,3116,3282,7539,7343,2085,4486,3784,4840,533,2952,4033,5765,264180,8447,979,2888,0,0
14-15,502,2126,110,1075,720,2122,5834,6232,600,2615,1457,3880,144,1346,988,3864,19729,5108,150,922,0,0
15-16,37,718,197,1208,1476,2268,6446,6084,1212,3180,2296,4470,349,1452,2065,4040,93618,6983,666,2222,0,0
16-17,399,3159,18,547,577,2126,6132,6023,624,2708,755,4094,77,1163,651,3447,83084,6615,453,1961,0,0
17-18,17,650,54,779,1825,2946,1874,4721,2273,4562,2580,4686,208,1505,1870,3417,45941,6423,240,1225,0,0
18-19,170,1306,145,1647,2285,2832,4528,5997,1907,3799,2290,5215,170,1257,1612,3430,28647,4922,244,1311,0,0
19-20,578,2169,137,1487,2205,2783,4362,5760,2438,4703,3382,5039,217,1745,2430,3972,12365,6578,87,610,0,0
20-21,39,650,113,1101,2958,3409,3416,6271,2397,5262,4024,6333,327,2069,4733,5581,166727,8115,414,1729,0,0
21-22,10,555,0,0,0,0,3023,5540,0,0,0,0,0,0,0,0,0,0,565,6148,0,0
22-23,6,303,99,1797,1875,6113,0,0,3667,10391,630,11886,67,1071,358,2462,1453,5507,18,411,0,0
