hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,47,2236,0,0,0,0,0,0,0,0,190,2575,0,0,0,0
2-3,6,286,56,1438,54,2842,1404,7982,30,1666,66,3666,6,316,40,2500,104,1785,6,333,0,0
3-4,3,272,31,2583,27,1500,662,9019,15,1875,33,3666,3,333,20,2222,70,1675,3,333,0,0
4-5,15,327,185,1959,779,3285,722,3331,30,1875,66,3483,88,1209,154,3407,9090,6553,153,1361,0,0
5-6,282,1614,229,1282,3079,2884,26260,6137,3682,5447,6178,5604,456,2004,4245,5888,165187,8828,555,1469,0,0
6-7,44,419,95,1387,514,2553,2803,6172,431,4235,1139,4786,170,2005,722,5407,57161,7535,506,1807,0,0
7-8,1356,2537,464,1850,3246,3135,821940,11457,2704,4979,4545,5225,412,1522,3374,5253,129251,8528,843,1979,0,0
8-9,496,1828,385,1897,2115,3151,37411,5471,1599,4948,4262,5285,536,2187,3029,6018,108236,7987,742,1958,0,0
9-10,223,930,463,1671,2966,3261,376108,12931,3236,5216,4662,6545,350,1476,2571,5072,63436,7426,351,1368,0,0
10-11,429891,8518,61931,7402,130646,4276,60481,9118,52367,8561,66560,8768,5923,3847,46711,7259,186563,9873,1431,2268,0,0
11-12,526652,8011,72561,7274,142442,4753,1930739,20918,69151,9175,64449,8166,5808,3700,49941,7588,368174,10523,1572,2305,0,0
12-13,581157,8966,84464,9142,131784,4409,1406677,21381,70446,8959,55184,8369,5048,3995,42800,7331,247737,9934,1407,2712,0,0
13-14,785154,9025,111130,9653,169271,4726,7858,7224,94251,9262,58721,7388,5329,4367,48247,7253,143844,8643,845,2072,0,0
14-15,144225,5664,26305,5416,40769,3745,4203,5510,23638,6807,17258,6659,1550,2136,13144,5557,82535,7936,972,2283,0,0
15-16,215,1558,218,1905,2022,3420,2576,4995,2710,6486,2450,4477,124,1737,1310,4832,13337,4658,189,983,0,0
16-17,788,2085,497,1519,2539,3059,6508,7544,2770,4752,3891,6244,411,2160,2399,5234,65535,8426,384,1080,0,0
17-18,842,2709,490,1609,2038,3261,2346,5037,2556,4758,3069,5094,420,1997,2561,5247,62341,8484,309,1274,0,0
18-19,41,988,47,1075,1406,2633,3271,5255,1824,4737,2084,5110,230,2017,1595,4114,65689,8411,162,679,0,0
19-20,247,2757,199,1366,792,2966,5191,7016,877,4798,1197,4966,215,2253,846,4084,132734,7962,392,1251,0,0
20-21,570,2785,54,891,788,2766,2332,6166,777,3564,1215,4149,95,1434,653,3989,31458,6469,84,595,0,0
21-22,211,2808,53,2241,944,3194,13518,6360,976,5497,860,4019,51,1376,901,5126,39023,5296,117,1673,0,0
22-23,13,650,30,1333,477,2732,47,2472,468,5727,423,1916,30,875,388,3384,5273,3680,378,2253,0,0
23-24,0,0,3,140,4,400,0,0,6,750,4,500,0,0,6,120,102,2000,0,0,0,0
