hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,9160,6,500,0,0
1-2,0,0,14,1400,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,164,5466,0,0
2-3,41,428,0,0,0,0,47,1835,0,0,0,0,0,0,0,0,0,0,363,3353,0,0
3-4,1425,1864,0,0,0,0,732,3363,0,0,0,0,0,0,0,0,17,566,0,0,0,0
4-5,14,264,0,0,0,0,2526,5224,0,0,0,0,0,0,0,0,4581,4376,68,1273,0,0
5-6,87,882,41,1108,343,2419,24027,5414,295,2845,586,3014,111,1223,478,3540,20886,6050,383,2062,0,0
6-7,25,495,0,0,0,0,2588,5350,33,861,110,2698,24,2400,87,4833,644,6355,534,2557,0,0
7-8,35,647,164,1186,892,2117,4306,5772,840,3662,1699,4529,179,1401,1191,4130,36858,6385,195,1319,0,0
8-9,6,291,26,768,242,1571,5325,6463,258,2760,404,2840,33,761,371,3102,2680,5327,54,782,0,0
9-10,214,1049,300,1240,908,2575,8003,6315,508,2690,1654,3631,288,2141,1044,4765,75302,8344,252,1239,0,0
10-11,15,687,43,1108,0,0,11652,7301,15,766,38,512,0,0,217,5311,1399,4083,21,706,0,0
11-12,0,0,0,0,0,0,9807,7133,0,0,0,0,0,0,0,0,7,416,15,474,0,0
12-13,0,0,0,0,0,0,6380,4998,0,0,0,0,0,0,0,0,216,1772,0,0,0,0
13-14,3,300,35,777,147,3000,10922,7321,135,7105,343,9270,33,1833,186,4232,636,3287,9,347,0,0
14-15,3,300,37,788,50,2631,4981,6247,43,3909,186,8086,16,1600,42,3230,52,912,3,333,0,0
15-16,1,111,0,0,178,1471,2428,4420,145,1802,127,1655,18,1000,216,1857,51,850,239,1493,0,0
16-17,87,543,53,680,664,2324,1478,3747,908,4122,1024,3896,98,1168,812,3616,5674,6598,925,2392,0,0
17-18,58358,3145,87,2214,434,1924,1838,4380,320,2609,285,2382,102,1164,454,4132,25618,5589,299,1817,0,0
18-19,773635,7570,117,1107,489,2241,2917,4819,542,3173,1454,5004,100,873,669,3789,1177,3358,369,2513,0,0
19-20,475091,9932,20,772,868,2372,2274,5576,964,4579,1260,3759,109,1094,1129,3853,32366,6478,414,2018,0,0
20-21,112678,10843,73,1506,700,2591,1398,4513,707,3223,1123,3838,106,1076,877,3594,9339,6033,125,1807,0,0
21-22,1218118,7056,0,0,0,0,312,4848,0,0,0,0,0,0,0,0,11,721,568,3729,0,0
22-23,100148,6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,2988,0,0
23-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375,0,0
