hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,104588311,0,104588311,29052
1-2,0,0,0,0,0,0,0,0,0,0,35270868,0,35270868,14696
4-5,37,12990,0,1276,18,34,1079,0,0,15968,11207264,593,11239259,4692
5-6,0,0,0,0,0,0,32,0,0,0,7780403,0,7780435,2593
6-7,36,2784,87,164,23,0,191,0,0,1658,636,0,5579,7
10-11,0,3100,0,332,0,0,219,0,0,1413,2175,0,7239,4
11-12,0,102,0,21,0,0,8,0,0,72,29,0,232,0
12-13,0,199,0,43,0,0,16,0,0,134,58,0,450,0
13-14,0,613,0,73,0,0,36,0,0,415,193,0,1330,4
14-15,0,1148,0,95,0,0,63,0,0,263,612,0,2181,0
15-16,0,205,0,21,0,0,20,0,0,505,28,0,779,0
16-17,0,302,0,84,0,0,27,0,0,211,81,0,705,0
17-18,0,277,0,44,0,0,24,0,0,105,56,0,506,0
18-19,0,403,0,69,0,0,53,0,0,157,756,0,1438,0
19-20,41,1014,10,331,6,11,63,0,0,578,3097,0,5151,2
20-21,0,264,0,51,0,0,24,0,0,104,56,0,499,0
21-22,0,269,0,47,0,0,24,0,0,104,56,0,500,0
22-23,0,380,0,67,0,0,32,0,0,172,85,0,736,0
23-24,0,101,0,23,0,0,8,0,0,66,28,0,226,0
