hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,392,0,0,0,0,35,0,0,273,3268,607,4575,5
4-5,0,0,48,0,0,0,0,0,0,0,0,296,344,0
5-6,0,0,0,5,0,0,3,0,0,0,17,87,112,0
6-7,0,4107,0,8,0,0,316,0,0,938,0,1042,6411,2
7-8,0,701,0,0,15,0,38,0,0,172,0,721,1647,0
8-9,0,2271,0,23,0,0,140,0,0,1992,605,1046,6077,0
9-10,0,6013,0,105,0,0,345,0,0,3834,3294,2597,16188,4
10-11,0,893,0,27,7,0,58,0,0,1224,2272,3948,8429,3
11-12,4,1402,4,72,0,0,137,0,0,1486,31717,2522,37344,26
12-13,0,4072,0,255,0,0,278,0,0,2320,3364,1971,12260,6
13-14,0,2568,0,34,0,0,184,0,0,2227,748,1421,7182,1
14-15,4,8505,0,351,7,0,635,0,0,8713,28065,412,46692,11
15-16,0,10163,0,193,6,0,567,0,0,6450,4151,934,22464,7
16-17,4,11600,0,524,7,0,755,0,0,10111,34266,683,57950,16
17-18,0,6958,0,233,0,0,401,0,0,6738,120,466,14916,4
18-19,4,7076,0,350,14,0,504,0,0,7807,21434,762,37951,8
19-20,8,6756,0,298,126,0,618,0,0,8264,69729,50,85849,27
20-21,0,11411,0,840,180,273,914,0,0,12608,109059,391,135676,36
21-22,4,1891,0,117,0,0,191,0,0,3295,25199,326,31023,12
22-23,0,120,0,44,0,79,3,0,0,51,774,353,1424,0
23-24,0,0,0,0,0,0,0,0,0,0,0,271,271,0
