hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,12,5123,0,408,20,2,492,0,0,7544,63432,59,77092,20
1-2,0,258,0,41,0,0,21,0,0,144,57,0,521,0
2-3,8,4360,0,271,14,0,425,0,0,6659,49987,46,61770,15
3-4,8,4086,0,426,13,2,348,0,0,6526,37286,11,48706,15
4-5,4,1330,0,225,6,2,138,0,0,850,25542,55,28152,10
5-6,4,3291,0,214,7,0,278,0,0,6047,24411,2,34254,11
6-7,4,1657,0,170,7,0,204,0,0,2785,13014,10,17851,5
7-8,8,3839,0,326,13,2,398,0,0,5416,60446,55,70503,22
8-9,0,1907,516,125,0,0,114,0,0,1089,141,4,3896,0
9-10,8,3493,0,260,14,0,402,0,0,7305,53315,55,64852,20
10-11,0,202,0,58,0,0,18,0,0,338,118,0,734,0
11-12,4,3802,0,203,7,0,350,0,0,5359,22920,5,32650,11
12-13,0,1825,0,87,0,0,157,0,0,1737,144,0,3950,1
13-14,12,4933,0,490,20,2,478,0,0,7719,59651,55,73360,22
14-15,12,5117,0,506,20,10,475,0,0,7912,59715,46,73813,19
15-16,4,2845,0,157,7,0,260,0,0,4744,20667,11,28695,8
16-17,0,143,0,18,0,0,13,0,0,65,28,2,269,0
17-18,12,4771,0,354,20,2,453,0,0,7623,51275,55,64565,20
18-19,0,723,66,586,0,79,65,0,0,655,2282,2,4458,3
19-20,4,1494,0,113,7,0,86,0,0,3080,23306,4,28094,11
20-21,8,2598,0,333,13,2,253,0,0,3041,35571,53,41872,16
21-22,4,2477,0,113,7,0,234,0,0,4633,21565,11,29044,13
23-24,8,4169,0,217,14,0,417,0,0,7142,47365,46,59378,19
