hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,0,7072,7072,2871
1-2,0,0,0,69,0,0,5,0,0,225,87,0,386,0
2-3,4,3253,0,80,7,0,229,0,0,2474,6382,173133,185562,1923706
3-4,0,0,0,24,0,0,1,0,0,37,28,362408,362498,151
4-5,0,3176,0,48,0,0,215,0,0,2265,13905,169314,188923,61
5-6,0,466,0,0,0,0,21,0,0,91,167,0,745,0
6-7,0,0,0,0,0,0,0,0,0,0,60,2182575,2182635,606
7-8,0,0,0,0,0,0,0,0,0,0,0,1381139,1381139,460
8-9,105079,202453,136,47197,107161,85565,11513,0,0,609999,32,382317,1551452,1077
9-10,21580,1179,272,6838,2702,9921,61,0,0,154757,1394,594,199298,326
10-11,92437,1030270,386,55185,0,126458,72143,0,0,222163,86604,3213,1688859,935
11-12,12,5711,0,2735,12716,2,599,0,0,123167,157646,57300,359888,132
12-13,133541,1187412,182,39330,70082,117403,62664,0,0,1096632,24736,3973304,6705286,1895
13-14,122653,1321275,324,40947,25329,90253,71942,0,0,1018134,43980,2484,2737321,937
14-15,301938,1371977,292,68846,0,231325,82378,0,0,222208,125080,2579,2406623,854
15-16,133457,9499,457,40866,12,98708,294,0,0,2557,220044,662,506556,528
16-17,0,12090,0,345,12,50,779,0,0,11113,34533,12817,71739,28
17-18,0,0,0,0,0,0,0,0,0,0,4036,1834,5870,3
18-19,0,0,0,2,0,0,0,0,0,12,0,792,806,0
19-20,0,0,0,0,0,0,3,0,0,0,0,770,773,0
20-21,0,0,0,0,0,0,1,0,0,0,0,1067,1068,0
21-22,0,0,0,0,0,0,0,0,0,0,0,6159,6159,5
22-23,0,0,0,0,0,0,0,0,0,0,0,1787,1787,0
23-24,0,0,0,0,0,0,0,0,0,0,0,770,770,0
