hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
3-4,16,34881,15,1275,63,18,2250,0,0,29826,171420,101,239865,396
5-6,0,0,14,47,0,0,8,0,0,98,544,390,1101,0
6-7,0,2464,4,16,0,0,122,0,0,979,535,10,4130,2
7-8,0,0,0,1,0,0,0,0,0,6,0,0,7,0
8-9,0,0,0,0,0,0,0,0,0,0,4,0,4,0
9-10,0,0,0,25,0,0,2,0,0,108,405,0,540,0
10-11,0,807,0,1,0,0,40,0,0,294,134,0,1276,1
11-12,0,0,0,2,0,0,0,0,0,16,0,96,114,0
12-13,0,0,0,0,0,0,0,0,0,0,0,4,4,0
13-14,0,0,0,2,0,0,0,0,0,20,0,56,78,0
14-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15-16,0,0,0,1,0,0,0,0,0,10,210,0,221,0
16-17,0,100,0,21,0,0,8,0,0,75,28,0,232,0
17-18,0,0,0,0,0,0,0,0,0,0,74,0,74,0
