hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,3,272,31,2583,76,2964,254,2519,3,428,12,923,3,333,70,3410,2341,5753,27,1520,0,0
1-2,3,272,31,2384,34,2000,25,2500,3,375,12,1333,3,333,28,2545,43,1666,3,428,0,0
2-3,9,311,87,2548,96,2400,47,2055,9,269,36,1308,9,327,84,2370,129,1675,9,491,0,0
3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,500,0,0,0,0
4-5,6,337,56,2439,64,2560,94,2506,6,273,24,1125,6,294,56,2555,90,1502,9,313,0,0
5-6,3,214,31,2583,34,1888,23220,14751,3,375,12,1500,3,333,28,1866,43,1641,9,1125,0,0
6-7,16,416,35,1513,0,0,104,3529,0,0,0,0,16,1333,42,2800,43,1378,290,2610,0,0
7-8,0,0,13,625,178,2499,94,2575,164,2980,437,4872,13,705,113,1934,525,7483,6,666,0,0
8-9,3,250,37,1044,106,3785,1012,4367,74,4625,222,4416,15,1500,56,2177,43,1471,3,428,0,0
9-10,4,170,38,1111,54,2842,469,3770,43,5375,187,7480,16,1230,42,3000,43,1583,21,879,0,0
10-11,0,0,0,0,91,2022,1626,4298,94,4947,127,1809,18,875,146,4027,3,63,0,0,0,0
11-12,0,0,0,0,54,1650,689,6109,43,2022,203,2793,9,416,42,1676,43,1525,9,900,0,0
12-13,0,0,0,0,0,0,31965,4814,0,0,9,547,0,0,0,0,0,0,0,0,0,0
13-14,6,354,82,1808,309,2340,0,0,264,4121,493,3644,38,1305,84,3115,89,1383,12,589,0,0
14-15,19,409,105,1222,676,2104,97,2633,508,2462,1366,3862,127,1047,848,2421,6995,4760,60,587,0,0
15-16,12,1090,41,1549,0,0,0,0,21,2333,36,878,3,333,0,0,477,3258,3,250,0,0
16-17,0,0,0,0,0,0,47,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-18,3,250,35,1445,54,3000,115,1768,43,4777,187,7480,15,1250,42,2625,43,1625,3,333,0,0
18-19,3,166,35,1491,556,2660,0,0,409,4082,557,4134,22,722,471,3886,43,1558,3,375,0,0
19-20,17,459,38,1100,107,1227,0,0,130,1657,282,2063,30,721,419,3428,2982,7066,24,737,0,0
20-21,0,0,0,0,0,0,94,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-22,3,250,35,1392,54,3176,22,2444,43,3307,187,6448,16,888,42,3000,43,1525,3,375,0,0
22-23,0,0,0,0,0,0,47,1916,0,0,0,0,0,0,0,0,0,0,3,250,0,0
23-24,0,0,0,0,0,0,25,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
