hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,207,1362,244,1610,773,2831,266,3419,503,3564,1463,5001,220,1844,1089,5484,46170,7774,177,938,0,0
1-2,6,230,62,2325,54,1882,0,0,30,1666,66,3300,6,230,40,2000,109,1110,6,250,0,0
2-3,42,588,233,1839,661,2743,94,2354,494,3116,1452,5080,196,1622,568,2521,33443,6812,126,892,0,0
3-4,207,1201,244,1337,773,2568,260,3692,503,3082,1466,4840,220,1565,1492,3695,45606,6989,168,968,0,0
4-5,174,1501,117,1429,216,2221,258,2976,82,1696,264,4040,43,910,197,2568,15125,6251,135,1455,0,0
5-6,42,659,225,1587,624,2309,23292,9182,494,2730,1451,4391,180,1253,890,3809,27607,6236,120,841,0,0
6-7,40,521,171,1389,306,1841,151,3254,214,1948,705,3690,92,1011,462,3203,8561,5484,428,1412,0,0
7-8,189,1931,171,1225,531,2704,235,3136,310,3002,796,3572,153,1592,731,4448,44013,7464,237,1240,0,0
8-9,313,3287,127,1967,269,2259,94,2444,232,3636,352,5543,32,953,75,2574,172,1435,12,270,0,0
9-10,207,1151,251,1537,788,2236,260,3771,546,2992,1619,4854,225,1765,1189,3840,46423,6802,261,1229,0,0
10-11,6,303,62,2700,54,1928,370,5737,42,1002,129,1283,30,716,40,1526,176,1432,12,359,0,0
11-12,27,532,191,2408,527,2837,82,1716,438,4007,1128,4303,134,1363,705,4557,17986,6474,87,787,0,0
12-13,6,291,62,1614,240,2641,0,0,238,3657,290,3445,19,649,329,3439,131,1455,9,263,0,0
13-14,210,1416,279,1871,823,2565,260,3207,546,3319,1654,4228,235,1851,1128,5024,44649,7502,153,951,0,0
14-15,207,771,244,1351,773,2330,231,3377,503,3025,1471,4154,220,1615,1089,4439,45176,7562,147,840,0,0
15-16,24,601,150,1757,382,2887,123,2803,280,3652,781,4782,110,1594,529,4301,17418,6215,69,684,0,0
16-17,3,115,31,2066,27,1588,47,2472,15,1500,33,3300,3,300,20,2000,43,1458,3,300,0,0
17-18,201,1432,182,1154,719,2782,260,3328,473,2884,1395,4289,214,1591,1049,4791,44849,7455,141,993,0,0
18-19,536,4013,0,0,73,4294,47,2937,6,428,0,0,0,0,150,5758,922,1702,0,0,0,0
19-20,18,775,88,1884,326,4179,94,2275,250,5269,705,7626,104,1260,492,3792,18590,6050,57,840,0,0
20-21,183,1903,94,914,391,2078,213,3937,223,2998,690,3452,110,1367,557,7218,27651,6286,81,995,0,0
21-22,18,983,88,1712,328,2727,67,2449,250,3568,706,5520,104,1551,492,4019,16961,6788,63,837,0,0
22-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,363,3,428,0,0
23-24,36,621,178,1293,605,3027,231,3641,464,4582,1388,5841,214,1428,961,4264,40177,6459,144,849,0,0
