hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,21,725,131,1899,525,3722,884,3139,457,4353,1054,3454,135,1632,648,4813,19339,5793,90,923,0,0
1-2,94256,48,16361,56,0,0,307,3393,0,0,0,0,0,0,0,0,85,1737,0,0,0,0
2-3,0,0,11519,118,128,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,247,465,1217,1393,1371,1829,353,1081,1038,1923,2584,2929,328,852,1675,2560,61939,5491,240,499,0,0
4-5,133,563,402,1130,2644,2342,554,2037,3000,3691,3423,4610,401,1315,2371,3860,61819,7427,411,1145,0,0
5-6,975,1104,808,1341,5398,2705,27592,5458,5212,5142,7871,5933,737,1642,5900,4700,242280,8953,1227,1630,0,0
6-7,1149,2179,143,1132,3210,2607,5243,4928,2413,5344,3861,5410,360,1620,3129,4313,151392,8531,1049,1914,0,0
7-8,2798,2491,820,1829,8738,3098,6556,5831,8532,6653,9704,6847,1104,2657,11303,6597,422647,10581,2574,3132,0,0
8-9,1494,2072,783,1610,6751,3340,2550,4811,6487,6018,8760,6643,929,2360,8514,6341,266879,9243,909,1650,0,0
9-10,1790,2182,511,1482,6645,2678,3697,4533,5297,5480,7749,6157,644,1755,7708,5891,243918,9394,1185,2094,0,0
10-11,1215,1594,1032,1669,7725,2919,11870,6225,8083,6376,10400,6395,1125,2525,9655,6106,354355,9788,1979,2609,0,0
11-12,1274,2258,1046,1961,8084,3745,6053,5473,8225,7875,10733,7541,1121,2522,8829,6741,318066,8870,2028,2998,0,0
12-13,1442,2293,693,1806,6771,3798,5921,6342,6711,6635,7846,6436,1056,2993,7844,6179,357821,9025,1572,2793,0,0
13-14,1097,2394,735,2209,9770,4213,7792,6141,13561,8630,9073,7465,839,2294,7516,6160,165605,8942,1230,2573,0,0
14-15,266,1220,714,1788,7586,3773,4909,5963,8846,6964,9010,7571,951,2643,8863,6303,348408,9326,1182,2183,0,0
15-16,916,1762,571,1474,6334,3440,7503,5520,4990,6107,7090,6863,759,2091,6970,6230,350543,10000,1544,2425,0,0
16-17,1185,2651,362,1362,4323,3133,2820,5558,3584,5725,5913,6973,689,1741,6050,5541,163586,9520,879,1813,0,0
17-18,220,1214,357,1278,4631,3271,1231,6400,5017,6110,4977,6228,553,1888,4700,5355,91985,7697,999,2185,0,0
18-19,475,1386,510,1669,2637,2882,1468,5154,2765,5225,3194,5564,241,1479,2397,4817,71048,6299,195,894,0,0
19-20,1331,2105,465,1595,5422,3263,691,3285,5052,6431,6473,7103,655,1977,6116,6239,146475,8669,549,1557,0,0
20-21,41,932,123,1290,1529,2933,337,4567,1197,4226,1959,5233,195,1704,1838,4470,56013,7092,246,1436,0,0
21-22,430,2204,123,1223,1254,2378,1799,5161,1287,5227,1380,3663,192,1720,1841,4475,140676,7126,477,1850,0,0
22-23,109,1521,30,1666,328,2394,150,2895,222,3117,361,2599,55,1029,573,4963,22069,6311,411,2070,0,0
23-24,9,333,83,1975,486,4542,0,0,811,7857,229,5425,13,705,69,3605,3014,5032,72,1660,0,0
