hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
5-6,48537,2782,115,470,195,740,25894,2976,149,1072,436,1766,27,365,152,930,50360,5170,1469,1301,0,0
6-7,12,405,105,669,524,1565,7206,5438,595,1763,1151,1938,147,871,778,1636,11562,5339,75,561,0,0
7-8,19,237,338,1086,555,1827,9980,6621,599,2270,628,2495,57,548,565,2199,42759,7063,432,1224,0,0
8-9,0,0,10,355,357,1644,3291,5147,366,1997,520,2334,48,648,553,2317,21254,5882,255,1758,0,0
9-10,27,469,190,978,421,2156,8353,6074,262,2721,616,2851,123,1044,649,3419,39436,5734,161,1183,0,0
10-11,50,474,16,547,279,1458,10759,6593,422,2541,659,2749,86,926,668,3379,16690,6522,2002,2578,0,0
11-12,265,1395,94,1050,559,1760,8044,5984,409,2050,954,2613,140,1199,1007,3819,35712,6255,195,1171,0,0
12-13,3,272,30,626,506,1408,6332,5248,505,2066,1093,3043,181,1128,945,3554,20551,7049,186,1237,0,0
13-14,9,267,111,1090,277,1609,4913,5569,238,1586,565,2697,66,689,268,2222,12053,5217,63,679,0,0
14-15,20,590,82,1316,172,2222,6222,5673,52,901,177,1131,71,1408,290,4078,34575,7197,132,1396,0,0
15-16,28601,13707,34,908,767,3933,1317,4881,830,8829,1497,2607,145,1096,130,3513,14830,6621,21,389,0,0
16-17,6,300,103,1309,244,2961,3120,5357,184,3676,672,4328,112,2160,1588,4541,38040,7408,318,1651,0,0
17-18,0,0,35,1061,104,3151,2333,3962,56,3999,25,1200,3,250,71,4176,15,396,99,1193,0,0
18-19,12,705,66,1086,1230,2379,4520,5591,1328,3318,1737,3751,359,1894,2196,4272,49601,5748,177,885,0,0
19-20,0,0,28592,31468,78,3545,2493,4999,80,1925,232,3168,40,1481,296,4383,2287,8454,30,611,0,0
20-21,0,0,13,1181,69,2653,3117,4281,83,3264,115,2153,15,675,133,3687,45,1517,57,956,0,0
21-22,5,454,39,1300,405,2477,1116,9433,487,3402,462,2910,72,839,669,4057,234,3244,6,600,0,0
22-23,28,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,2467,369,3795,0,0
