hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,316,64,3054,54,1928,0,0,30,1687,66,3333,6,380,34,1669,95,1389,21,733,0,0
1-2,9,367,120,2073,81,1935,13,1444,45,1363,99,3544,9,410,51,1841,129,1718,9,350,0,0
2-3,6,401,72,1878,54,2076,0,0,30,1687,66,3666,6,401,34,2006,86,1768,6,375,0,0
3-4,6,337,88,1857,287,2629,25,3571,30,1016,301,4977,42,1767,216,2686,2008,3957,24,666,0,0
4-5,76,736,485,2171,1110,2647,1177,5355,1100,3791,1644,4461,261,1740,1178,4206,49765,6568,201,1160,0,0
5-6,386,1782,492,2874,1635,2870,3588,6136,1240,5799,2523,7922,320,2686,692,5424,54437,7278,817,2616,0,0
6-7,1688,3274,6663,3366,6601,3637,9225,7481,6180,6570,20227,8143,12640,3943,8745,7257,263879,10064,2314,4098,0,0
7-8,3717,3969,925,2314,9789,3803,17287,8843,7578,7641,10813,8483,999,3097,10056,6984,307837,11770,3226,5039,0,0
8-9,5034,3670,783,2107,6578,3702,7794,7342,4077,6610,7687,7843,961,3199,7234,7371,268684,11278,2154,3997,0,0
9-10,2883,3547,1008,2242,8904,4002,1362,6150,7403,7382,10562,8900,1015,3080,7314,6818,122164,10476,2114,3946,0,0
10-11,3068,3823,1057,2377,12091,4519,24909,8635,9992,8205,14908,8550,1628,4287,12923,7427,617529,11790,2778,4832,0,0
11-12,1943,3586,475,1713,7700,3766,8071,7317,9622,7857,9667,7473,884,2887,11680,6767,316046,11138,1822,3475,0,0
12-13,4728,4917,592,1919,6507,4089,3587,6896,4040,6487,6718,7674,927,2959,6576,7157,73553,11553,1335,3132,0,0
13-14,3280,4017,649,2172,4434,3689,0,0,2572,5246,5085,6325,765,2876,5207,6823,0,0,2070,3841,0,0
14-15,1775,3072,570,1984,3109,3315,0,0,2246,4754,4729,6306,622,2939,3559,5845,8,800,1083,2910,0,0
15-16,300,1376,648,1855,3993,2686,34304,7733,5423,5941,5590,6486,366,1878,3523,4599,662115,9044,747,1950,0,0
16-17,631,1217,549,1724,4225,3435,3404,5844,5049,6462,6737,6732,575,2475,5008,5616,42677,8327,432,1452,0,0
17-18,2285,3207,373,1761,3518,3332,1434,7641,2080,4211,3368,5578,366,1897,3958,5019,20415,8603,666,2317,0,0
18-19,1387,2710,533,1629,3906,3203,0,0,4342,5982,5932,6408,711,2538,5093,5604,0,0,951,2647,0,0
19-20,1745,4085,436,1673,3017,3246,0,0,2655,5173,3820,5914,502,2174,3551,5620,0,0,879,2384,0,0
20-21,248,2098,203,1657,1188,2661,0,0,1116,4044,1927,5228,193,1553,1388,4970,0,0,360,1720,0,0
21-22,255,1305,233,1868,789,2572,0,0,625,3845,1188,4412,127,1324,731,3686,0,0,126,1170,0,0
22-23,25,736,233,2524,1558,3046,0,0,2105,4552,1916,4968,191,1537,1082,4094,0,0,408,2466,0,0
23-24,27,538,186,1509,576,2529,0,0,474,3996,1024,4666,110,1187,580,3303,0,0,84,853,0,0
