hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,67,2280,0,0,0,0,0,0,0,0,185,4446,9,750,0,0
1-2,0,0,0,0,0,0,13,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-4,0,0,0,0,0,0,62,2952,0,0,6,545,3,300,0,0,0,0,0,0,0,0
4-5,0,0,0,0,0,0,2351,4887,0,0,10,477,0,0,0,0,0,0,0,0,0,0
5-6,25,661,4,400,126,1700,26314,7065,131,3735,83,1902,3,333,258,4696,12,416,293,2463,0,0
6-7,0,0,0,0,212,2301,11674,7749,232,4160,175,2395,18,646,308,3521,51,1123,9,1000,0,0
7-8,101,1971,42,1579,130,1902,14425,8378,192,4447,317,3905,16,1777,85,2780,66,1010,6,333,0,0
8-9,3,300,35,1516,188,2726,10427,7165,173,4866,407,3095,59,1405,300,3782,91,1336,6,275,0,0
9-10,8,182,20,443,159,2251,11801,6719,213,3076,214,3312,28,383,203,2639,48,1829,83,1520,0,0
10-11,28,201,82,427,191,1927,12044,7552,495,4590,277,2613,47,953,205,2833,45,902,501,2814,0,0
11-12,0,0,0,0,21,1400,12614,7937,118,2872,145,2906,16,451,94,1233,0,0,0,0,0,0
12-13,0,0,0,0,107,2137,9726,6786,198,4696,122,1896,18,611,191,3007,97,1525,18,611,0,0
13-14,3,272,70,954,773,2227,3711,5529,751,4040,1364,4389,104,1446,899,3788,921,3157,27,431,0,0
14-15,20,619,86,1585,769,2376,8605,6453,809,3716,1513,3231,164,1327,1001,3592,18271,4413,141,1068,0,0
15-16,4,400,0,0,843,2365,20668,7121,1031,4235,1191,4044,81,880,1082,4271,89,1319,9,309,0,0
16-17,8450,5980,83,924,1379,2270,3690,5785,2102,4395,3501,4538,241,1379,2209,3929,14855,4385,192,1318,0,0
17-18,13274,10664,4,235,1328,2758,3895,5952,1510,5184,2398,4933,125,1077,1527,3404,17816,3990,54,727,0,0
18-19,278,4036,7,316,386,2734,2683,5333,269,3849,417,3418,12,705,355,3179,19294,5036,93,832,0,0
19-20,0,0,0,0,57,1205,5521,5715,127,2895,47,803,0,0,32,811,8517,6108,75,1733,0,0
20-21,0,0,0,0,942,3300,5178,6172,817,5939,514,4189,18,897,917,4688,45,1525,12,425,0,0
21-22,0,0,6,461,355,2312,1347,4071,426,3160,215,2069,24,2666,206,1658,3594,5758,150,1937,0,0
22-23,0,0,7,700,79,1856,91,1883,116,2993,119,2289,24,2666,113,2685,10473,4610,24,483,0,0
23-24,0,0,13,650,159,1693,1831,3954,199,2261,230,3504,13,666,94,1860,0,0,0,0,0,0
