hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,13,600,31,2818,35,1438,45,3214,58,2403,223,5618,3,250,40,2083,2195,2316,408,1557,0,0
1-2,9,300,104,1964,104,1855,0,0,30,1181,66,3150,21,777,82,2672,489,1161,48,354,0,0
2-3,9,260,97,2738,104,1801,13,1444,116,2396,443,6266,22,846,82,2507,489,1161,127,699,0,0
3-4,599,2105,97,2706,105,2172,0,0,90,2538,256,4874,22,755,82,2481,489,1181,861,2284,0,0
4-5,197,1448,97,2772,104,2266,0,0,30,1500,66,1580,22,877,82,2356,441,1434,36,377,0,0
5-6,12,308,132,2000,154,2150,7344,14343,159,3743,636,6347,38,877,124,1967,176,1481,12,343,0,0
6-7,22,471,97,1810,77,2138,15980,8294,61,2346,223,3254,22,769,62,2766,129,1348,299,2593,0,0
7-8,12,250,130,1720,218,2250,0,0,176,3104,510,4083,35,823,62,2394,686,3257,15,427,0,0
8-9,29,502,188,1211,1072,2241,184,3419,1148,2791,1529,4134,146,1259,906,4020,19241,5094,99,962,0,0
9-10,12,297,132,1265,154,1973,0,0,116,1503,442,6613,37,1156,124,3171,230,1212,36,816,0,0
10-11,9,311,97,2567,104,2261,591,5689,30,1326,253,4766,22,644,82,2733,170,1054,9,236,0,0
11-12,9,221,97,2385,104,2315,0,0,116,2801,66,2600,22,695,82,2415,145,1079,9,347,0,0
12-13,516,1806,97,2628,177,2855,0,0,36,1204,443,6096,22,803,224,4790,1922,2347,9,347,0,0
13-14,9,315,97,2487,104,2266,0,0,116,2276,253,4443,22,749,82,2637,129,1427,9,392,0,0
14-15,9,281,109,2280,104,2185,0,0,73,2373,66,3150,28,653,85,2316,129,1426,9,333,0,0
15-16,12,244,144,1885,154,2394,0,0,116,2491,642,6186,43,768,127,2398,172,1380,12,337,0,0
16-17,16,392,97,1957,104,2043,0,0,30,1306,66,3025,22,740,82,3157,129,1619,9,378,0,0
17-18,12,293,132,2000,154,2474,0,0,159,3777,619,7480,36,1000,124,3226,188,1169,12,314,0,0
18-19,16,367,97,2772,104,2128,1298,5666,73,1874,66,2828,22,775,82,3037,214,1518,42,1036,0,0
19-20,9,285,97,2633,104,1796,201,4965,30,1050,441,6263,21,688,82,2484,129,1444,9,351,0,0
20-21,9,265,97,2151,104,2085,0,0,116,2618,66,2217,22,709,82,1757,145,1403,9,378,0,0
21-22,12,258,132,1895,154,1799,6,750,116,2418,626,7634,36,895,124,3246,176,1355,12,261,0,0
22-23,9,267,97,1683,104,1909,0,0,73,2342,253,5379,22,769,82,2962,129,1549,12,333,0,0
23-24,9,215,97,2553,104,1936,0,0,30,1250,66,2447,21,798,82,3157,129,1492,9,233,0,0
