hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,4673,6,600,0,0
1-2,0,0,0,0,0,0,13,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-6,16,432,0,0,0,0,23220,15235,0,0,0,0,0,0,0,0,4,444,331,4386,0,0
6-7,0,0,0,0,0,0,15,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-9,0,0,0,0,5,555,0,0,5,500,12,1500,3,375,10,1000,49,1294,15,1666,0,0
9-10,0,0,0,0,0,0,630,6368,0,0,0,0,0,0,0,0,4,500,0,0,0,0
10-11,0,0,0,0,0,0,399,3923,0,0,0,0,0,0,0,0,4,400,0,0,0,0
11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,285,0,0,0,0
12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,650,0,0,0,0
13-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,444,0,0,0,0
15-16,0,0,0,0,0,0,340,4184,0,0,0,0,0,0,0,0,8,444,0,0,0,0
16-17,0,0,0,0,0,0,219,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-18,0,0,0,0,0,0,808,6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,0,0,0,0
19-20,0,0,0,0,0,0,79,3996,0,0,0,0,0,0,0,0,4,400,0,0,0,0
20-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,333,0,0,0,0
21-22,0,0,0,0,0,0,12,1333,0,0,0,0,0,0,0,0,0,0,6,354,0,0
