hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,31,704,0,0,2096,6805,0,0,0,0,0,0,0,0,72,2739,0,0,0,0
1-2,6,222,52,1341,131,3969,0,0,113,10272,523,14135,44,1240,124,3115,68,1630,6,354,0,0
2-3,9,342,104,1712,232,2438,13,1444,194,5199,507,4245,35,922,134,2693,650,3427,12,345,0,0
3-4,6,275,70,2160,285,2112,115,4156,257,3144,400,4073,37,664,357,3235,109,1634,6,354,0,0
4-5,12,345,146,1774,1111,2552,470,3459,1413,5429,1922,5379,111,1143,1230,5343,3567,4944,105,780,0,0
5-6,543,1646,675,1853,4828,3659,28996,7396,4790,6128,6690,6623,554,1916,5106,6296,224843,8801,1526,2123,0,0
6-7,70137,1639,8027,2838,12506,3678,3579,7626,10526,7139,8240,5807,674,2664,5462,5235,61424,7470,860,2871,0,0
7-8,364,1315,1006,1956,6225,3176,3670,4716,6367,6680,11129,7195,991,2916,7170,6087,191544,9073,1351,2334,0,0
8-9,1384,3330,543,1774,4847,3594,7265,6571,3543,5634,5892,6271,517,2451,4214,5258,226077,9424,1506,2470,0,0
9-10,688,1606,763,2151,6982,3924,5458,6238,8269,7071,9584,7317,730,2343,5742,5814,83072,8528,792,2056,0,0
10-11,2436,3000,1056,2201,7967,3941,12032,7051,7180,7229,9735,7724,1020,2555,9523,6763,344057,9750,1515,2737,0,0
11-12,3099,3193,388,1485,6504,3769,16563,7015,7065,7296,7455,7499,621,2133,7650,6277,174715,8866,1119,2375,0,0
12-13,2299,3225,499,1713,4441,3729,5675,5466,4047,5633,5266,6174,532,2090,4227,5540,178069,9320,990,2360,0,0
13-14,229,1133,491,1670,4499,3389,4776,6602,4540,6437,5623,7147,478,1554,5284,5894,113237,7554,831,1892,0,0
14-15,77,849,216,1155,2052,3316,5002,5843,2737,5263,3791,6087,321,1077,2173,4566,63290,6516,369,1392,0,0
15-16,994,3896,248,1304,2408,3423,2926,4483,2354,4580,3074,5304,295,1493,2108,4828,69196,7556,489,1884,0,0
16-17,184283,6626,6038,2474,3584,3292,2963,4682,3404,5269,4964,6402,326,1863,3476,4859,114673,7822,1016,2376,0,0
17-18,6182,3924,281,1460,3686,3624,3008,5469,4153,5492,4095,6400,467,1825,4737,5788,175066,8584,760,2023,0,0
18-19,597,1397,304,1288,3352,3031,2675,5418,3897,5936,4314,5890,505,1938,3822,5490,153837,8504,651,1990,0,0
19-20,415,1346,236,1403,2986,3480,3642,6440,3354,5640,4098,6310,287,1485,2784,4303,155490,8424,780,1781,0,0
20-21,2423,4502,35,761,2286,3426,1775,4294,3008,5586,3230,4943,337,1324,3821,4901,63896,7502,222,1306,0,0
21-22,353,2525,89,1314,1314,2711,3304,5176,604,4108,1600,3547,102,1505,1692,4567,117177,6925,246,1580,0,0
22-23,3,333,47,1829,299,2588,1026,4743,1036,4875,6,600,22,1014,85,2324,23761,5074,51,1075,0,0
23-24,0,0,10,1111,0,0,0,0,6,857,558,4418,15,964,329,7000,1740,6813,6,364,0,0
