hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,27,563,201,1834,827,2919,25,2777,700,3582,1630,5474,125,1775,751,3681,6588,6390,60,572,0,0
1-2,6,300,72,1160,201,3592,0,0,156,3438,413,8484,32,2031,121,3467,0,0,0,0,0,0
2-3,18,301,234,1663,962,3080,0,0,1055,4538,1788,6256,151,1277,932,4092,1634,3169,69,716,0,0
3-4,6,291,94,1717,1185,2982,24,1150,1363,3952,1561,4715,192,1262,1798,5061,13287,5346,87,828,0,0
4-5,803,2685,201,1656,1263,3501,3010,4773,849,3735,1933,5459,167,1635,1277,4570,69038,6768,291,1082,0,0
5-6,523,1224,556,1551,3474,3320,24712,4413,3197,5571,5595,6519,703,2591,4488,5995,93249,8002,822,2021,0,0
6-7,625,1616,604,1968,3707,3217,4707,5198,3160,6160,4751,6515,426,2260,3902,4367,91667,7088,959,2068,0,0
7-8,111751,3117,10686,2726,16565,3402,7415,6003,16037,7665,19588,7847,1959,3258,14179,7044,300584,9659,1410,2517,0,0
8-9,19645,2396,2916,2736,13273,3106,4027,4499,10947,5899,12811,6765,1044,2661,8263,5629,170512,8860,1051,2228,0,0
9-10,1179,2167,1229,2357,5651,3766,3175,5079,5294,6376,10458,7921,1082,2997,6445,6556,200686,9564,1080,2361,0,0
10-11,764,1516,1000,2205,11766,3654,16425,7268,13975,8085,16214,8319,1655,3620,13174,7549,400133,10421,1581,3070,0,0
11-12,2733,3302,911,1924,10685,4368,8884,6249,10618,7915,13838,8704,1319,3154,13731,7279,372559,9250,1764,3305,0,0
12-13,359,1251,665,1626,6176,3851,8429,6976,7127,6142,9506,7698,1061,2782,7476,6375,278125,8945,1377,2888,0,0
13-14,819,1826,972,1522,7229,3850,5123,5653,6842,5926,10228,7747,1394,3643,9171,6866,431436,8097,1152,2374,0,0
14-15,641,2120,759,1787,4836,3474,5209,5096,4597,5274,7227,7554,830,2906,5628,5944,191830,7772,789,2116,0,0
15-16,1352,2693,543,1638,5093,3623,1614,4114,4291,5448,6836,7820,677,2575,5880,6016,155592,8301,564,1525,0,0
16-17,1322,1932,654,1649,4198,3495,3161,5293,3422,4797,6282,6708,804,2568,4622,5154,214868,8238,858,2019,0,0
17-18,665,1632,399,1462,2889,3146,1961,4312,1816,4330,4216,6086,424,1926,2321,4662,66950,7428,819,2349,0,0
18-19,202,1318,321,1399,3209,2972,5164,5798,2639,4958,4251,6635,585,2519,3381,5417,194070,9173,834,2252,0,0
19-20,1178,2192,312,1373,3727,2980,3454,4387,3383,5603,3873,6516,300,1532,2712,5036,101149,6635,658,1763,0,0
20-21,713,3066,198,1148,2188,2639,4820,6173,1276,3174,2279,3800,319,1801,2901,5683,183100,8383,774,2343,0,0
21-22,315,1673,226,1260,1940,2650,3596,6650,2067,4979,2991,5105,359,1743,2268,4980,71854,7243,393,1911,0,0
