hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,12,5150,0,351,20,2,561,0,0,6880,57895,55,70926,18
1-2,0,1043,0,49,0,0,57,0,0,704,85,128,2066,0
2-3,4,8709,0,350,14,0,1014,0,0,11619,9699,0,31409,7
3-4,8,13288,0,393,7,0,1198,0,0,15749,52839,92,83574,26
4-5,24,33522,0,1171,41,2,2594,0,0,32926,131569,795,202644,54
5-6,48,64139,0,2815,92,30,4568,0,0,55358,473381,1063,601494,197
6-7,53,38514,0,2518,85,15,3395,0,0,42767,418841,1449,507637,139
7-8,125,80257,18,6061,283,73,6600,0,0,82186,816375,2836,994814,329
8-9,46,55448,0,4105,205,61,4138,0,0,50831,598458,2746,716038,197
9-10,40,58118,165,3514,84,107,4683,0,0,60966,555071,2601,685349,226
10-11,140,115003,0,7673,203,305,9546,0,0,121473,1068743,3499,1326585,364
11-12,52,67903,0,5395,98,143,5913,0,0,69140,908855,4310,1061809,350
12-13,48,66827,0,7275,89,216,5312,0,0,65800,807550,2882,955999,263
13-14,24,41816,0,2364,77,34,3094,0,0,44229,499993,1942,593573,194
14-15,40,53425,4,3996,104,129,4364,0,0,52286,609849,1591,725788,199
15-16,28,28725,0,2540,43,30,2563,0,0,32050,517793,1783,585555,191
16-17,16,29085,0,1717,37,35,2522,0,0,25254,238483,915,298064,81
17-18,8,22962,0,1013,19,3,1685,0,0,20772,424429,1693,472584,154
18-19,20,59642,16,3008,58,65,4824,0,0,59400,506457,1208,634698,173
19-20,4,18195,4,2621,6,99,1663,0,0,14385,165759,1322,204058,66
20-21,8,16991,0,1141,20,17,1417,0,0,15717,123741,419,159471,42
21-22,8,12106,12,870,13,4,931,0,0,10711,53637,321,78613,24
22-23,8,15605,0,816,20,0,1326,0,0,19156,71351,77,108359,28
23-24,4,17076,0,655,13,4,1055,0,0,17089,31683,50,67629,20
