hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,224,2,226,0
2-3,0,258,0,32,0,0,21,0,0,143,101,64,619,0
3-4,0,102,0,18,0,0,8,0,0,78,29,120,355,0
4-5,0,4440,0,134,0,0,276,0,0,342,18084,264,23540,8
5-6,12,21543,0,936,32,31,1829,0,0,26050,231756,1538,283727,92
6-7,4,4884,0,256,6,4,440,0,0,5014,131695,1262,143565,57
7-8,16,14577,0,1998,62,32,1229,0,0,15734,208605,1100637,1342890,444
8-9,24,19772,0,1383,64,14,1718,0,0,21420,163860,47704,255959,68
9-10,8,11803,0,452,21,0,820,0,0,10427,30608,589787,643926,212
10-11,41113,647759,0,399437,6411,17686,41712,0,0,303430,260256,61549,1779353,489
11-12,42260,498920,0,377809,2452,16404,29108,0,0,275608,401774,714428,2358763,781
12-13,79506,633636,0,578056,2319,28006,38065,0,0,294866,354829,1160091,3169374,876
13-14,61301,563242,0,574229,1595,22259,30909,0,0,283486,172849,452187,2162057,1319
14-15,14188,157955,0,141336,696,5146,8786,0,0,96811,137070,26304,588292,169
15-16,0,7583,0,278,0,3,369,0,0,4603,17965,11598,42399,12
16-17,15821,15735,155,689,21,0,1049,0,0,13102,72376,1872,120820,32
17-18,4247,14760,38,655,74,0,1026,0,0,10423,68939,991,101153,31
18-19,4,9017,0,271,0,3,621,0,0,9499,78301,832,98548,27
19-20,5348,4200,0,250,20,0,312,0,0,3980,170394,1143,185647,60
20-21,12,5123,0,617,18,11,352,0,0,5393,67971,617,80114,20
21-22,4,5253,0,354,13,5,310,0,0,2962,56174,6351,71426,23
22-23,0,2332,0,122,0,0,120,0,0,1668,16239,2,20483,4
23-24,0,10,0,3,0,0,1,0,0,8,90,0,112,0
