hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3-4,0,0,0,0,0,0,0,0,0,0,0,2,2,0
4-5,0,0,781,0,0,0,1,0,0,0,0,851,1633,1
5-6,0,0,0,0,0,0,4,0,0,0,0,2139,2143,0
6-7,0,643,0,41,4,0,69,0,0,732,0,1641,3130,0
7-8,0,313,0,62,0,0,27,0,0,528,0,1006,1936,0
8-9,0,283,0,20,0,0,21,0,0,263,0,893,1480,0
9-10,0,2252,0,88,4,0,167,0,0,2413,0,1807,6731,3
10-11,0,1399,0,181,0,4,140,0,0,1658,10569,2987,16938,9
11-12,4,0,0,8,6,0,10,0,0,12,1947,3510,5497,4
12-13,0,1328,0,33,0,0,81,0,0,966,0,2316,4724,1
13-14,0,3176,0,26,0,0,169,0,0,3025,0,1407,7803,2
14-15,0,8203,0,96,0,0,509,0,0,8885,28,764,18485,6
15-16,0,4425,0,51,0,0,254,0,0,4725,57,74,9586,2
16-17,0,0,0,0,0,0,1,0,0,0,0,150,151,0
17-18,0,0,0,0,0,0,0,0,0,0,0,5,5,0
18-19,0,0,0,0,0,0,0,0,0,0,0,3,3,0
19-20,0,0,0,0,0,0,0,0,0,0,0,45,45,0
20-21,0,0,0,0,0,0,0,0,0,0,0,267,267,0
21-22,0,0,0,0,0,0,0,0,0,0,0,101,101,0
