hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,23,0,25,0
4-5,0,0,0,0,0,0,0,0,0,0,0,206,206,0
5-6,0,0,0,0,0,0,2,0,0,0,0,240,242,0
6-7,0,0,0,0,0,0,0,0,0,0,0,290,290,0
7-8,0,0,0,0,0,0,0,0,0,0,0,10,10,0
8-9,0,0,0,0,0,0,0,0,0,0,0,121,121,0
9-10,0,0,0,0,0,0,0,0,0,0,0,369,369,0
10-11,0,0,0,1,0,0,0,0,0,6,0,319,326,0
11-12,0,0,0,0,0,0,0,0,0,0,0,21,21,0
12-13,0,0,0,0,0,0,0,0,0,0,0,555,555,0
13-14,0,0,0,0,0,0,0,0,0,0,0,306,306,0
14-15,0,0,0,0,0,0,0,0,0,0,8,27,35,0
15-16,0,0,0,0,0,0,0,0,0,0,0,129,129,0
16-17,0,0,0,0,0,0,0,0,0,0,0,412,412,0
17-18,0,0,0,0,0,0,0,0,0,0,0,96,96,0
18-19,0,0,0,0,0,0,0,0,0,0,0,170,170,0
19-20,0,0,0,0,0,0,0,0,0,0,0,16,16,0
20-21,0,0,0,0,0,0,0,0,0,0,0,8,8,0
21-22,0,0,0,0,0,0,0,0,0,0,0,31,31,0
22-23,0,99,0,29,0,0,10,0,0,69,29,142,378,0
