hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,2923,0,151,0,0,273,0,0,4251,43306,977,51885,20
1-2,0,0,0,2,0,0,18,0,0,4,1306,110,1440,3
2-3,4,4403,0,190,0,0,394,0,0,5147,15206,0,25344,7
3-4,4,758,0,65,0,0,117,0,0,2233,8859,2,12038,7
4-5,8,8186,0,411,0,0,672,0,0,9492,50871,42,69682,19
5-6,15,30124,0,808,1,0,2063,0,0,22907,113522,498,169938,45
6-7,14567,23351,26489,5877,256,4,1645,0,0,15575,259264,698,347726,153
7-8,12,33669,0,2043,8,34,2286,0,0,23540,252308,710,314610,85
8-9,20,42635,0,1325,0,23,3393,0,0,35643,307183,899,391121,105
9-10,48,90439,160,3445,6,487,5839,0,0,62941,538603,1077,703045,192
10-11,20,77457,0,2957,6,476,4963,0,0,59219,635964,44702,825764,226
11-12,20,30875,0,3542,0,81,2002,0,0,27686,444017,2014,510237,281
12-13,24,46215,0,2223,8,69,3144,0,0,37650,402017,25017,516367,139
13-14,16,48944,0,2056,4,121,3457,0,0,44788,710340,2014,811740,222
14-15,24,46392,18,1125,4,4,3532,0,0,38489,447497,889,537974,146
15-16,24,28009,15,1791,34,38,1891,0,0,15601,478960,1692,528055,144
16-17,4,30694,18,1534,2,24,1852,0,0,101229,944022,466,1079845,33688
17-18,8,22430,0,1062,608,2646,1678,0,0,22105,438295,734,489566,135
18-19,4,13716,0,777,0,19,1104,0,0,12163,433810,541,462134,126
19-20,0,11685,0,1456,0,1357,792,0,0,7633,168452,44,191419,51
20-21,8,9873,0,1458,0,58,748,0,0,7617,193955,387,214104,57
21-22,4,5498,0,432,0,13,436,0,0,3453,371965,957,382758,106
