hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,7,733,0,218,6,10,58,0,0,411,4969,7,6419,8
1-2,0,0,0,0,0,0,0,0,0,0,0,85,85,0
3-4,0,0,0,0,0,0,0,0,0,0,0,15,15,0
4-5,4,8113,0,307,21,0,585,0,0,6246,912,466,16654,3
5-6,4,1908,0,282,25,2,185,0,0,2130,29,669,5234,0
6-7,8,14836,0,922,19,10,1147,0,0,13063,80262,3120,113387,33
7-8,20,12533,0,777,34,5,1104,0,0,12723,16914,3139,47249,14
8-9,8,9217,0,558,93,2,859,0,0,11347,157597,1998,181679,57
9-10,16,11342,0,708,34,5,1155,0,0,13665,1852,3438,32215,8
10-11,36,13365,0,1503,64,11,1493,0,0,15401,76376,5647,113896,29
11-12,4,8364,0,859,30,4,908,0,0,8274,66628,4124,89195,27
12-13,24,24681,0,1231,80,2,2423,0,0,27892,733725,4784,794842,217
13-14,8,12795,0,987,25,33,1132,0,0,10859,17928,1175,44942,12
14-15,16,13930,0,886,33,3,1349,0,0,12916,463366,1494,493993,134
15-16,123900,5089,79,1513,47,24,469,0,0,4819,29027,937,165904,217
16-17,1733,5298,266,415,60,18824,459,0,0,5390,293840,1805,328090,91
17-18,0,1076,0,210,0,1421,182,0,0,1070,46582,829,51370,39
18-19,8,10311,0,307,14,0,888,0,0,6077,186081,1649,205335,67
19-20,0,921,0,215,14,2,98,0,0,566,1747,802,4365,0
20-21,168,0,0,3,18,0,9,0,0,0,101915,993,103106,42
21-22,0,0,0,209,0,0,20,0,0,0,577,610,1416,0
22-23,0,2166,0,135,0,0,156,0,0,1376,841,345,5019,1
