hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,0,0,0,0,203,0,203,0
1-2,0,220,0,7,0,0,23,0,0,285,0,0,535,0
4-5,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5-6,0,0,0,0,0,0,0,0,0,0,21,1,22,0
9-10,12,5998,0,507,0,2,505,0,0,8201,60852,0,76077,40
10-11,4,2793,0,157,0,0,252,0,0,4064,18864,0,26134,8
11-12,0,440,0,49,0,0,26,0,0,498,58,0,1071,0
12-13,4,3824,0,135,0,0,333,0,0,3498,16321,0,24115,6
13-14,0,641,0,68,0,0,135,0,0,623,31722,0,33189,8
14-15,4,2915,0,143,0,0,281,0,0,3762,32570,0,39675,15
15-16,4,3219,0,168,7,0,271,0,0,3512,12652,0,19833,7
16-17,0,3003,35,130,0,0,243,0,0,3471,4200,0,11082,3
17-18,0,432,0,69,0,0,37,0,0,306,473,0,1317,0
18-19,0,2171,18,109,0,0,140,0,0,1518,993,0,4949,3
19-20,0,102,0,20,0,0,8,0,0,78,28,0,236,0
20-21,4,3277,0,148,0,0,299,0,0,4025,19370,0,27123,12
21-22,0,717,4,108,7,0,41,0,0,931,4470,0,6278,2
22-23,4,2823,0,152,7,0,247,0,0,4194,25373,0,32800,12
23-24,0,1250,0,85,0,0,117,0,0,2063,2070,0,5585,0
