hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,9,277,97,1874,104,2426,0,0,73,2380,252,5563,22,695,82,2881,156,1007,21,564,0,0
1-2,12,273,132,1918,154,2416,0,0,116,2467,436,5796,38,806,124,3115,172,1413,12,316,0,0
2-3,9,325,97,2110,104,1836,0,0,73,1874,253,5866,22,744,82,2807,129,1440,9,302,0,0
3-4,880,1602,97,2372,104,1796,0,0,30,1191,66,2875,22,806,82,2962,369,2132,153,1500,0,0
4-5,50264,4596,1116,2615,3531,3142,799,5805,3337,5192,6997,7472,957,2520,3950,6283,102558,7485,548,1746,0,0
5-6,247,784,796,1663,4706,2972,28526,6857,5481,5687,8170,6854,1209,2698,8837,5788,238446,8589,1649,2875,0,0
6-7,518,1584,367,1637,3135,3066,2834,6106,2887,4524,4519,6164,589,1840,4346,5063,130701,6128,983,2587,0,0
7-8,1990,2542,1510,1693,11002,3481,6770,6140,11658,6547,15039,8455,1327,2480,15489,7161,226996,7836,1203,2494,0,0
8-9,1414,2013,878,1543,9210,3428,5464,7099,10127,6038,12526,8154,1096,2596,11852,6538,181263,9127,1113,2228,0,0
9-10,991,1890,1400,1828,9509,3572,6502,6449,9720,5825,12522,7818,1724,3798,11336,6933,416162,10200,9975,5937,0,0
10-11,4981,3585,1316,1666,14077,3944,10604,6059,13782,6977,18123,8058,2059,3965,17356,7454,454047,10474,22701,6442,0,0
11-12,2064,2668,1177,1693,12760,3473,9982,7676,12289,6013,17318,8914,1636,3200,14289,7537,615197,10857,3624,3353,0,0
12-13,1014,2085,870,1570,7056,3550,12959,7921,6901,4934,10894,7476,1493,3532,12004,6667,442740,9336,29040,6490,0,0
13-14,2475,2420,1008,1697,5340,3517,4271,7250,4268,4535,7648,6824,1127,2800,6604,6587,258516,8817,954,2047,0,0
14-15,858,1682,754,1499,3985,3071,2587,5507,4311,3900,7094,6368,769,2349,5258,5221,140090,8263,831,2095,0,0
15-16,625,1452,708,1535,6362,3444,2438,5103,6414,5414,8736,7257,983,2727,8189,5865,191478,8440,1305,2669,0,0
16-17,2124,3464,466,1328,7525,3843,4893,6123,8034,5559,8705,7192,811,1656,7068,6403,222375,8057,16647,5615,0,0
17-18,783,2086,376,1241,5344,3471,723,3437,6342,4901,7023,6221,670,2068,6577,6011,69519,7974,559,1623,0,0
18-19,1265,1780,590,1828,5037,3298,3573,4996,4665,5045,7094,6900,633,1907,5928,5821,182941,8831,1065,1982,0,0
19-20,396,1713,524,1694,4537,2990,3574,6471,3594,4492,5587,6333,689,2475,5891,5699,206737,8228,1488,2836,0,0
20-21,48,550,347,1381,4119,3217,3177,6299,5649,5461,6086,6273,713,1947,4864,5602,120853,7774,876,2148,0,0
21-22,2081,3013,409,1424,3054,3132,1334,5300,2474,3860,3524,5155,446,2107,3245,5522,136681,8129,726,1892,0,0
22-23,182,1490,192,1523,689,2686,2177,6200,512,3190,1269,4704,186,1454,1058,4237,85349,6903,459,1716,0,0
23-24,13,621,31,2583,0,0,277,1935,15,1071,33,2999,3,375,20,2000,2718,3378,408,3624,0,0
