hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,15294,8834,0,0,0,0,0,0,0,0,138,1786,6,545,0,0
1-2,0,0,0,0,0,0,13,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-5,0,0,0,0,0,0,1517,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-6,143,2392,0,0,0,0,23457,6210,0,0,0,0,0,0,0,0,0,0,293,2819,0,0
6-7,0,0,0,0,17,1545,805,3726,27,2076,11,846,0,0,4,444,0,0,0,0,0,0
7-8,0,0,0,0,17,1545,1399,3862,25,2500,11,1100,0,0,8,727,0,0,0,0,0,0
8-9,0,0,0,0,0,0,74,5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9-10,0,0,0,0,0,0,241,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-11,0,0,0,0,0,0,1717,4498,0,0,0,0,0,0,0,0,3,333,0,0,0,0
11-12,0,0,0,0,18,1636,1795,6910,51,1209,105,2772,12,1200,104,2500,0,0,0,0,0,0
12-13,0,0,0,0,0,0,411,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-14,3,300,47,1343,292,2938,3876,5657,263,5777,366,4958,21,808,188,3276,0,0,0,0,0,0
14-15,0,0,0,0,0,0,2333,5389,0,0,0,0,0,0,0,0,3,272,0,0,0,0
17-18,0,0,0,0,0,0,748,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18-19,0,0,0,0,0,0,1438,7886,0,0,0,0,0,0,0,0,4,444,0,0,0,0
19-20,0,0,0,0,0,0,1668,5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20-21,0,0,0,0,0,0,25,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-22,0,0,0,0,0,0,2277,8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-23,0,0,0,0,0,0,241,3796,0,0,0,0,0,0,0,0,0,0,3,333,0,0
