hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,1164,0,1166,1
2-3,0,3059,0,86,0,0,144,0,0,1406,1288,0,5983,3
3-4,0,623,0,47,0,0,52,0,0,852,6633,20,8227,5
4-5,5300,33338,1,1622,171,16,2486,0,0,27057,1280790,396,1351177,728
5-6,4,7886,17,315,21,12,645,0,0,7207,1048128,736,1064971,353
6-7,40,58289,0,3589,122,69,15147,0,0,58537,1973561,4100,2113454,585
7-8,44,42113,0,4516,157,118,9784,0,0,42963,2934534,4256,3038485,1011
8-9,24,38589,0,2954,106,89,6407,0,0,30198,1026858,3906,1109131,305
9-10,156602,45257,498,3477,2844,101,4970,0,0,37738,1306300,2517,1560304,595
10-11,56,47721,0,3447,242,60,3077,0,0,38882,3824708,4709,3922902,1086
11-12,4717,51338,0,3001,296,16,3170,0,0,43676,2488031,4961,2599206,864
12-13,48,63973,0,2420,197,34,4536,0,0,58448,4553334,3274,4686264,1298
13-14,16,32181,0,1669,70,25,2122,0,0,25812,2386150,2742,2450787,813
14-15,30,23897,0,1322,27,373,2688,0,0,22602,3114885,2016,3167840,877
15-16,37,31428,0,1172,33,33,2143,0,0,26176,2318492,1748,2381262,790
16-17,31,25209,0,2077,40,21,2007,0,0,20886,3944251,2514,3997036,1107
17-18,8,22946,0,653,6,15,1745,0,0,22886,686820,969,736048,242
18-19,79674,44369,256,1449,882,3,2237,0,0,36084,1116247,1102,1282303,354
19-20,3785,6435,0,234,305,1,702,0,0,7668,567767,572,587469,195
20-21,8,17070,0,245,21,0,1400,0,0,15498,2114363,1523,2150128,600
21-22,0,6295,0,9,0,0,144,0,0,1567,143,577,8735,5
