hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,6,375,64,2787,54,2163,0,0,30,2008,66,3483,6,168,34,1700,1185,3286,21,573,0,0
1-2,33,312,254,2018,740,2655,13,1625,665,4546,1326,4763,102,1022,594,3168,3505,3938,39,579,0,0
2-3,303457,4498,273,1579,1196,2565,491,4316,815,3782,1792,4998,272,1887,1438,4621,75849,7535,583,2412,0,0
3-4,42,565,224,1630,689,2330,170,2534,494,3041,1346,5420,158,1787,826,3886,28976,5579,159,1315,0,0
4-5,431,1653,461,1676,2145,2955,168973,10611,1835,4255,3631,5220,468,2217,2537,5124,162562,8330,1002,2340,0,0
5-6,13586,3911,314,1790,3749,3267,827413,18940,2437,4809,3711,5983,264,1994,3670,5299,142472,7657,1287,2661,0,0
6-7,888,1711,62516,4828,2683,2669,7066,7014,2413,4694,4191,5287,499,2053,3563,4638,78879,7296,760,2252,0,0
7-8,1776,2979,576,1690,3952,3118,8161,6744,3099,5318,3904,5310,476,2039,3589,5224,151807,7130,570,2087,0,0
8-9,948,1595,599,1795,3062,2608,3694,6158,2200,4893,4081,6213,615,2475,3635,5271,183283,7311,729,2212,0,0
9-10,1908,2478,806,2061,5374,3474,3748,5243,4484,6382,7876,8217,939,3029,7052,6924,165913,9134,1139,2907,0,0
10-11,1126,2708,10313,6616,3304,2984,3901,5602,2911,5559,4712,6362,622,2151,3834,5765,208013,9048,1130,2785,0,0
11-12,2638,3375,747,2113,7407,3883,8532,6879,9656,7206,10261,7939,702,2506,9588,6525,272005,9264,1578,3375,0,0
12-13,1475,3032,693,2303,3291,3409,5029,5918,2759,5308,4645,5917,689,2659,4138,5857,203748,8996,1125,2974,0,0
13-14,1545,3318,366,1755,2962,3309,2141,4530,2838,5645,3762,6714,204,1576,2187,5032,89555,7557,744,2146,0,0
14-15,230,1202,457,2468,2274,3056,2151,4721,1784,5337,3079,5974,371,2283,2092,5257,123542,7412,597,1901,0,0
15-16,255698,4738,478,1881,7775,3919,4803,5540,8555,7762,8871,7712,739,2465,5732,5836,223306,8513,911,2672,0,0
16-17,531707,3702,326,2120,1415,3107,7860,7272,946,4040,1765,4701,285,1607,2238,4948,135768,7743,644,1896,0,0
17-18,317,1197,606,1739,4650,3532,2717,5520,5411,6462,6806,6718,584,2312,3813,5478,127876,7693,643,2042,0,0
18-19,555,2013,721,2303,3821,3698,6246,7339,2476,4998,5149,6500,903,3264,5640,6623,352882,9522,1533,3110,0,0
19-20,609,2079,165,1501,791,2585,4382,6208,277,2905,309,2250,109,1533,365,3904,97028,7607,609,2204,0,0
20-21,642,1630,397,1967,2103,3384,2276,7491,1461,5544,4087,5996,343,1827,2246,5093,40098,5709,243,1356,0,0
21-22,15,508,72,2108,54,2076,248,4143,30,1666,66,3483,6,380,34,2006,90,1650,367,3392,0,0
22-23,6,300,64,3200,54,2163,15791,8185,30,1770,66,3895,6,354,34,2006,94,1607,6,333,0,0
23-24,6,380,80,2060,54,1788,22200,9379,30,1770,66,3150,6,354,34,2006,94,1269,6,375,0,0
