hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,201,0,38,0,0,18,0,0,144,209,0,610,0
1-2,8,4177,0,261,14,0,298,0,0,6458,7253,0,18469,5
2-3,0,1803,0,98,0,0,101,0,0,1074,2244,44,5364,0
3-4,4,3021,0,121,0,0,248,0,0,3951,22356,45,29746,11
4-5,16,11635,0,798,41,0,1080,0,0,11241,96686,466,121963,32
5-6,4,2947,4,212,6,2,288,0,0,1883,32308,397,38051,19
6-7,28,34578,19,2262,188,164,2159,0,0,27136,212784,1347,280665,75
7-8,38,35919,0,1669,54,127,2379,0,0,32093,272898,2305,347482,111
8-9,28,22331,4,1865,57,402,1764,0,0,22359,263689,3997,316496,87
9-10,35,32429,0,1881,87,28,1945,0,0,27006,192215,1309,256935,83
10-11,24,22199,0,3718483,390,13,1445,0,0,18913,206944,33723,4002134,245470
11-12,30,19803,0,1607,88,65,1243,0,0,17046,216251,1928,258061,83
12-13,104,43980,0,4221,274,221,2937,0,0,37843,445168,2938,537686,145
13-14,25,22804,0,2688,84,187,1645,0,0,24181,177847,1050,230511,74
14-15,20,32034,0,2766,72,99,2330,0,0,35455,232630,2589,307995,81
15-16,53,32168,0,1966,61,20,3108,0,0,31538,299552,1269,369735,120
16-17,27,22456,0,1952,60,21,1586,0,0,18427,267921,11003,323453,77
17-18,16,27892,0,947,21,4,1852,0,0,19051,155856,786,206425,66
18-19,19,26837,0,1404,46,16,2070,0,0,23150,227772,600,281914,76
19-20,20,23152,20,1169,40,2,1738,0,0,22168,318273,756,367338,120
20-21,20,33242,0,2397,92,45,2615,0,0,29208,370556,1036,439211,119
21-22,8,3864,0,599,12,8,331,704,0,3261,83214,10965,102966,39
22-23,0,110,0,0,0,0,15,0,0,152,0,58,335,0
23-24,0,200,0,45,0,0,17,0,0,146,57,0,465,0
