hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,2,0,0,0,101,699,802,0
4-5,0,0,781,0,0,0,0,0,0,0,0,434,1215,1
5-6,0,0,0,0,0,0,3,0,0,0,0,54,57,0
6-7,0,106,0,0,0,0,4,0,0,43,0,188,341,0
7-8,0,115,0,0,0,0,5,0,0,49,0,390,559,0
8-9,0,0,0,0,0,0,0,0,0,0,0,41,41,0
9-10,0,0,0,0,0,0,0,0,0,0,0,60,60,0
10-11,0,63,0,0,0,0,3,0,0,55,0,424,545,0
11-12,0,256,0,6,0,0,37,0,0,457,0,531,1287,0
12-13,0,0,0,0,0,0,0,0,0,0,0,78,78,0
13-14,0,877,0,40,0,0,36,0,0,567,0,1126,2646,0
14-15,0,0,0,0,0,0,0,0,0,0,0,1003,1003,0
17-18,0,0,0,0,0,0,0,0,0,0,0,124,124,0
18-19,0,0,0,0,0,0,0,0,0,0,0,565,565,0
19-20,0,0,0,0,0,0,0,0,0,0,0,472,472,0
21-22,0,0,0,0,0,0,0,0,0,0,0,658,658,0
22-23,0,0,0,0,0,0,0,0,0,0,0,60,60,0
