hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,21,766,119,1428,394,2714,15648,7667,303,3762,765,5000,128,1801,598,4795,23667,6954,162,731,0,0
1-2,0,0,0,0,0,0,5051,8184,0,0,0,0,0,0,0,0,850,1964,60,484,0,0
2-3,29,578,161,1677,513,2252,0,0,460,3734,1255,4180,108,1253,617,3063,6586,5736,150,708,0,0
3-4,15,1666,28,1053,279,3220,229,4043,294,4845,674,5355,54,2000,349,4564,3572,4803,126,660,0,0
4-5,51,581,330,1958,1284,2663,314,3651,1269,4682,2895,6934,286,2134,1458,5416,20537,6179,204,786,0,0
5-6,72,586,433,1629,3873,3107,26405,6604,4069,6555,4910,6109,549,2078,4399,5329,48834,7254,312,992,0,0
6-7,23889,2672,1794,3058,3318,3343,5101,5507,3006,7513,4160,7793,418,2819,2873,5606,95186,7586,701,1756,0,0
7-8,1075,2257,646,2019,5858,3486,5500,6134,5825,6683,7294,6915,604,2281,5125,5602,91000,8524,775,1879,0,0
8-9,149,686,979,2301,6497,3513,5970,5919,7147,7138,10387,7831,975,2764,6597,5973,121455,8478,698,1692,0,0
9-10,2036,2221,1428,2198,11761,3723,5256,5386,9336,7952,15807,9367,1272,3252,10568,6372,205036,9220,801,1698,0,0
10-11,1223,1489,1066,1909,12252,4034,93213,8025,11958,8067,13589,8497,1207,2856,12333,6533,290123,8596,939,1826,0,0
11-12,2688,2861,409,1514,5831,3734,10476,6758,5662,5706,4659,5072,578,1495,4927,6228,183894,8287,519,1322,0,0
12-13,1714,2793,712,1992,6728,4081,72927,5945,6762,6563,9064,7414,863,2615,7002,6050,171400,8900,659,1635,0,0
13-14,842,1506,475,1544,7184,3678,7576,6265,8157,6955,9525,7267,912,2267,8257,5628,248166,9163,936,2075,0,0
14-15,426,1594,517,1853,6086,3715,3391,5374,5470,5815,7253,5930,738,2390,6728,5622,174626,8409,720,1849,0,0
15-16,1040,2231,460,1746,3414,3076,4883,5816,2575,4997,3610,5092,579,2276,4267,4991,204344,9049,627,1632,0,0
16-17,1050,2761,440,1802,4709,3441,2932,3572,4511,5862,4997,5578,391,1552,3679,5524,48981,7410,358,1084,0,0
17-18,73,716,438,1522,3131,3214,2617,5175,3021,4919,5897,6709,721,2512,3634,5116,141620,7953,441,1353,0,0
18-19,452,2434,107,1164,1729,2763,427,3174,1733,3661,2680,5009,196,1855,1986,4282,109101,7275,450,1371,0,0
19-20,1212,4328,48,1113,2149,3327,1324,3938,1901,5237,1678,4475,173,1520,2451,5649,60167,5582,219,1120,0,0
20-21,1050,2865,166,1101,1537,2814,1425,4539,1030,3165,1954,4031,229,1472,1525,4589,67030,6898,326,1076,0,0
21-22,234,1600,61,767,592,2346,2267,5673,519,2858,738,3005,109,1908,805,4317,83101,6593,273,974,0,0
22-23,3,333,46,2212,199,2212,0,0,217,3779,266,5420,37,1638,157,2713,19431,4470,33,979,0,0
