hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,1608,0,457,6,33,83,0,0,803,17697,1451,22142,7
1-2,4,3355,0,155,7,0,258,0,0,1204,3789,0,8772,2
2-3,12,4031,0,422,20,2,347,0,0,2043,60664,55,67596,21
3-4,8,4257,0,233,7,0,337,0,0,1931,45116,46,51935,16
4-5,20,10944,0,814,27,4,720,0,0,3685,93331,803,110348,29
5-6,8,6552,30,133,0,0,460,0,0,2376,52488,340,62387,24
6-7,202,33826,177,7403,115,15,9650,0,0,420883,415123,4368,891762,244
7-8,36,44982,0,6206,92,194,3486,0,0,40946,552663,4012,652617,214
8-9,48,37293,8,3088,95,54,3546,0,0,38282,426214,1665,510293,138
9-10,28,24623,42,2643,46,22,1787,0,0,22007,287766,2185,341149,174
10-11,52,57320,0,5584,162,110,4514,0,0,55472,0,2031,125245,31
11-12,687,47664,66,6236,99,205,3577,0,0,45867,0,1868,106269,32
12-13,52,80393,0,5587,59,164,5809,0,0,69179,421159,2728,585130,5355
13-14,32,39377,4,9044,77927,136,7167,0,0,35084,0,1943,170714,52
14-15,48,46868,0,3579,87,52,3263,0,0,41804,0,2391,98092,24
15-16,65,36312,0,1750,67,23,2491,0,0,34462,613907,1429,690506,364
16-17,31,26411,0,947,27,3,1604,0,0,21379,1749841,695,1800938,498
17-18,12,18152,0,905,6,10,1392,0,0,16985,370689,1385,409536,134
18-19,83,45724,0,3921,163,41,3622,0,0,43065,375159,1829,473607,128
19-20,39,16195,65,867,155,21,1702,0,0,20210,272218,1467,312939,101
20-21,55,14540,0,2078,123,32,1034,0,0,9856,104108,1241,133067,34
21-22,4,8752,0,1206,26,51,654,0,0,9314,65842,281,86130,26
22-23,0,332,0,39,0,0,35,0,0,440,90,0,936,0
23-24,8,4316,0,254,14,0,404,0,0,5071,48835,46,58948,21
