hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,3337,6,333,0,0
5-6,179,1536,0,0,0,0,23220,14295,0,0,0,0,0,0,0,0,0,0,284,2670,0,0
6-7,0,0,0,0,0,0,151,2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-8,16,1454,11,291,0,0,2336,5369,0,0,0,0,0,0,0,0,0,0,47,1541,0,0
8-9,0,0,40,973,0,0,333,5241,0,0,0,0,0,0,0,0,399,1884,0,0,0,0
9-10,0,0,9,314,0,0,133,1668,0,0,0,0,0,0,0,0,55,1964,0,0,0,0
10-11,506,1147,123,1138,0,0,1478,4984,0,0,0,0,0,0,0,0,0,0,226,2266,0,0
11-12,179,1100,7,372,124,3263,1896,6150,116,5043,55,2590,12,923,123,3713,775,7038,205,4041,0,0
12-13,0,0,0,0,0,0,484,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-14,0,0,0,0,0,0,130,2962,0,0,24,2000,36,2083,190,4750,0,0,0,0,0,0
14-15,0,0,4,400,0,0,452,2802,53,4818,102,6000,0,0,0,0,0,0,82,2820,0,0
15-16,26,283,89,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0
16-17,15,471,4,400,0,0,0,0,0,0,0,0,0,0,0,0,3,375,211,2515,0,0
17-18,114,1025,12,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,2794,0,0
18-19,123,864,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,4013,0,0
19-20,6,312,29,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,333,0,0
20-21,0,0,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-22,0,0,0,0,0,0,14,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-23,52,419,164,958,0,0,25,1785,0,0,0,0,0,0,0,0,0,0,6,165,0,0
23-24,113,485,194,800,0,0,22,2000,0,0,0,0,0,0,0,0,0,0,9,347,0,0
