hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,3,0,0,0,0,1306,1309,0
2-3,0,0,0,0,0,0,0,0,0,0,0,2,2,0
4-5,0,2344,0,137,0,0,145,0,0,1182,1425340,32,1429180,792
5-6,4,1508,0,115,7,0,162,0,0,2168,965676,239,969879,321
6-7,16,26992,0,1188,21,5,2270,0,0,22802,0,1859,55153,13
7-8,20,8501,0,717,40,4,1171,0,0,9437,0,2613,22503,5
8-9,8,8241,0,684,37,31,674,0,0,8390,0,2932,20997,4
9-10,24,12979,0,1506,58,28,1394,0,0,9693,0,3573,29255,8
10-11,20,17362,0,1755,53,30,1276,0,0,14154,0,2359,37009,7
11-12,12,10415,0,1210,0,20,742,0,0,8192,0,1258,21849,9
12-13,16,21547,0,2000,54,52,1538,0,0,16641,0,1470,43318,9
13-14,4,7430,0,483,40,7,561,0,0,5635,506857,1413,522430,171
14-15,12,4735,0,324,53,2,629,0,0,5817,760502,2332,774406,640
15-16,0,1356,0,11,0,0,144,0,0,913,634911,1343,638678,211
16-17,0,0,0,0,0,0,0,0,0,0,0,1845,1845,0
17-18,4,11591,0,276,0,0,914,0,0,11762,464272,2233,491052,812
18-19,37,16137,0,1290,65,37,1371,0,0,18946,209611,2267,249761,67
19-20,4,12580,0,518,37,12,858,0,0,6747,660435,1223,682414,226
20-21,4,2879,0,191,7,0,304,694,0,2632,788449,556,795716,222
21-22,0,268,0,26,0,0,20,0,0,251,565569,999,567133,188
22-23,0,0,0,0,0,0,0,0,0,0,324761,0,324761,180
