hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
3-4,4,2647,0,209,0,0,183,0,1472,4130,18991,543,28179,41
4-5,4,6798,0,150,0,0,487,0,0,5859,9128,137,22563,6
5-6,24,16135,0,679,28,0,1175,0,0,13190,126358,729,158318,42
6-7,21,17864,0,887,6,72,1228,0,0,13697,160645,1579,195999,55
7-8,76,63331,44,2880,126,55,4416,0,0,54044,391972,1761,518705,141
8-9,29,44062,0,2577,36,46,2972,0,0,34169,388301,1170,473362,128
9-10,12,39491,0,751,7,0,2631,0,0,35168,121253,6853118,7052431,2348
10-11,247,62475,0,1475,46,2,4071,0,0,50898,259268,603333,981815,271
11-12,126,60098,0,1699,93,2,4017,0,0,54290,189541,135493,445359,147
12-13,52,71896,0,3542,64,175,4397,0,0,50973,289518,2794,423411,116
13-14,4,17957,0,973,0,12,1071,0,0,10461,179080,1139,210697,67
14-15,24,51476,0,2047,79,86,3518,0,0,47458,180660,862,286210,77
15-16,16,26081,0,628,30,663,1554,0,0,22536,133579,406,185493,59
16-17,16,30663,0,2027,40,65,2092,0,0,26955,394865,1738,458461,124
17-18,12,19625,0,1482,20,537,1408,0,0,16628,170126,1486,211324,67
18-19,8,9912,0,686,76,3,839,0,0,11797,272086,1490,296897,80
19-20,12,10920,0,587,7,2,888,0,0,13528,167610,648,194202,62
20-21,8,19415,0,723,9,10,1395,0,0,20233,125798,452,168043,44
21-22,8,5147,0,1009,6,5,413,0,0,4295,174715,908,186506,60
22-23,4,2069,0,190,7,0,169,0,0,2698,31064,4,36205,8
23-24,0,0,0,10,0,0,0,0,0,60,0,0,70,0
