hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,5300,3,300,0,0
1-2,3,214,32,2133,27,1687,0,0,15,1500,36,1435,3,300,17,2125,43,1641,6,428,0,0
5-6,30,487,0,0,0,0,23220,13964,0,0,0,0,0,0,0,0,4,444,331,3743,0,0
6-7,0,0,0,0,0,0,184,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,400,18,680,0,0
9-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,414,3,333,0,0
10-11,0,0,0,0,0,0,305,3834,0,0,0,0,0,0,0,0,0,0,30,1650,0,0
11-12,0,0,0,0,0,0,62,5636,0,0,0,0,0,0,0,0,0,0,3,300,0,0
12-13,12,503,169,2070,490,3348,104,3605,408,7271,914,6170,95,1126,309,2638,1032,3739,42,638,0,0
13-14,34,1175,94,1818,930,2494,119,3353,795,3795,1384,3169,331,1590,2339,5272,32546,4803,105,963,0,0
14-15,287,1549,503,2461,1659,2794,145,3966,1222,4690,3241,5289,419,2098,2303,4733,55928,7355,402,2097,0,0
15-16,472,1743,397,1572,2440,2554,2337,5532,2051,5542,3653,4702,703,2212,3738,4618,145975,8002,504,1619,0,0
16-17,454,1520,264,1695,1683,2616,753,3794,1276,4375,2977,3961,377,1773,1826,4281,50482,6698,291,1616,0,0
17-18,425,1905,275,1951,2428,3466,433,5018,3244,4852,3356,3938,510,1966,3033,4972,91133,6974,417,1814,0,0
18-19,36,769,186,1618,1720,3257,72,3130,1820,5178,2693,4582,318,1788,1977,4242,31350,6906,144,1064,0,0
19-20,105,1186,190,1692,2110,3214,518,4707,1937,4376,2698,4382,283,1440,2500,4374,70147,7155,183,1324,0,0
20-21,0,0,4,571,0,0,0,0,0,0,6,666,0,0,0,0,0,0,0,0,0,0
21-22,0,0,0,0,0,0,38,4222,0,0,0,0,0,0,0,0,0,0,3,333,0,0
